Report generated on: 05-01-2022 18:05:54
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"INTL.44-2-DZA-QBTU.A","    Consumption (quad Btu)","0.7806951671133022","0.6633913232329025","0.952188115918025","1.0705618432163024","1.1307867129706235","1.0464182466677772","1.0663009617019872","1.1383186539191739","1.2131193653810644","1.1752824500023602","1.2176747131103456","1.3540221852730518","1.3018175531658567","1.197190189761347","1.2331532738213695","1.2893408555746482","1.2636678937141161","1.2037328796133115","1.2507993484799216","1.2460964247642696","1.2741409095164264","1.2755788416753817","1.3074545634065444","1.3231213793565968","1.2954098986632896","1.4904662092077268","1.5596889350215406","1.5497462359855616","1.6774201141608194","1.7841253819873597","1.7777604019160995","1.9379902738228294","2.0982041249829453","2.037585597537122","2.299898896758712","2.351782231770593","2.3361518937806958","2.361200900056517","2.5157731727516484","2.643502654452609"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-DZA-QBTU.A","            Renewables and other (quad Btu)","0.00260693281592","0.00384199094844","0.00486648619462","0.0023897482406","0.005629292","0.006549389","0.002522158","0.004945129","0.001968110837312984","0.002573179314711952","0.0010945730394454","0.0007779558188997421","-0.0011473167270875616","-0.0004821122730748652","-0.002141911303183817","0.001033433637257354","0.0018444045217437853","0.0015847248391288934","0.0030095703515327825","0.0024342378639366715","0.0014698779027129923","0.0028988838958228947","0.0028686984879466473","0.004438285944939947","0.004171968016891533","0.008273829008512475","0.005318928023765095","0.006356024641313399","0.006832137997518059","0.009274942426397268","0.011050245007794076","0.016637715821668137","0.017510913685210697","0.010394697620206386","0.008369079247291506","0.00598332634733865","0.005218572822894319","0.007522747344790292","0.008510368047122798","0.00972407822609088"
"","American Samoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-ASM-QBTU.A","    Consumption (quad Btu)","0.0058931124","0.00692647725","0.0096550895","0.00608690425","0.0069454539","0.00650669075","0.006716584","0.0069730088735","0.0067788142464","0.007806191271","0.008210538271","0.008210538271","0.0084455186982","0.008216195771","0.008003583271","0.007790970771","0.0078116066982","0.008003583271","0.008003583271","0.0080035935","0.007837103119999992","0.00783710312000001","0.007967311610000008","0.007967311610000008","0.007967311610000001","0.008463481349999993","0.0086069555","0.0086069555","0.0086305362","0.0086069555","0.0086069555","0.004911508895857226","0.004924965633037225","0.004911508895857226","0.004911508895857226","0.004911507088825","0.00492496540458","0.004911508895818637","0.004911508895818637","0.004911508895818637"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-ASM-QBTU.A","            Renewables and other (quad Btu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Angola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-AGO-QBTU.A","    Consumption (quad Btu)","0.05836614796628778","0.05786368803134464","0.06200789925058719","0.06629700722242975","0.059894700907251144","0.07376669580030859","0.072853256","0.0751354785","0.0774952488","0.0749834485","0.0796086341707318","0.083441112","0.08466824245","0.0831231608","0.0811018555","0.0869945193","0.0836117204","0.09391645935","0.0845276794","0.0943487828","0.1107173657809459","0.12022322564226803","0.12811341259766792","0.14217062870431416","0.15722099348672391","0.1338573038047019","0.16877540479424796","0.19399633769398011","0.22737446558912797","0.25872445499614005","0.2838176477364","0.297535913056","0.31073998491839994","0.34776127766959997","0.382763725955","0.399218709765","0.364251516864","0.347458949401","0.33775099438","0.372427780585"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-AGO-QBTU.A","            Renewables and other (quad Btu)","0.0055056417437","0.0055400913886","0.006272402778","0.00631201092","0.006264","0.0062682","0.00689436","0.00687654","0.00681384","0.006958144","0.007468636","0.00746174","0.008604544","0.009082229","0.009139976","0.009187992","0.00947144","0.008844458","0.010696653","0.00905001","0.009211503","0.010405331","0.011515836","0.012443625","0.017357728","0.021967803","0.026166322","0.024433248","0.030576962","0.02989488","0.035863056","0.038650248","0.035665968","0.045167094","0.04796844","0.047498943","0.054748261872","0.071806122","0.08070386464","0.082344192"
"","Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-ATA-QBTU.A","    Consumption (quad Btu)","0.00213195","0.002126125","0.002126125","0.002126125","0.002771535","0.002976575","0.0027639625","0.0027639625","0.00298473","0.0027639625","0.002976575","0.002976575","0.00298473","0.002976575","0.002976575","0.0031891875","0.003197925","0.0031891875","0.0031891875","0.0031891875","0.003172178500000001","0.003259087500000006","0.003259087500000006","0.003259087500000006","0.003302542000000008","0.0033225399999999984","0.0033223799999999985","0.003365764499999991","0.00016811705078009434","0.00022995901854650001","0.0002299430185465","0.0002297830185465","0.0001961989345206","0.0001956895185465","0.0001956740185465","0.0001987294447","0.0001984776","0.00018650857384650002","0.00018650857384650002","0.0001865087"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-ATA-QBTU.A","            Renewables and other (quad Btu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000019998","0.000019838","0.000019768","0.000019708","0.00003904","0.000039024","0.000038864","0.000004758","0.0000047705","0.000004755","0.000009319","0.000009232","0","0","0"
"","Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-ATG-QBTU.A","    Consumption (quad Btu)","0.005804855437462404","0.00516874569536389","0.00702949414112474","0.00413499655479432","0.00456095784348873","0.004548496210036575","0.004624394072","0.0057559173955","0.0057713111868","0.0057559173955","0.0059685298955","0.0059476518955","0.0059635709868","0.0059476518955","0.0063672193955","0.0067884293955","0.0068066519868","0.0069953843955","0.0069953843955","0.0069954036","0.007289302129999994","0.007289302130000003","0.007814667939999994","0.008213774980000001","0.008519161109999993","0.008649450129999998","0.008914563839999997","0.009342398069999997","0.009556925079999988","0.010013005165999993","0.00968157735999999","0.009654357286000004","0.009921411979999998","0.00992237857999999","0.010145155389999988","0.010384333245","0.010540219184","0.010023144455879531","0.010355353401913552","0.0104000061"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-ATG-QBTU.A","            Renewables and other (quad Btu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000019512","0.000004858","0.000004758","0.0000057246","0.000005706","0.000049903245","0.000050886784","0.000056586246","0.000119016592","0.00013356"
"","Argentina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-ARG-QBTU.A","    Consumption (quad Btu)","1.7130881261159243","1.6697633913354655","1.7495192606772616","1.7734523305785803","1.8998259956825827","1.8216756715011164","1.951940041407618","1.9578462674646182","1.9424086993445113","1.9307399427672947","1.8762860338839293","1.9554785534635843","2.0272607611321303","2.2493423949779334","2.214231555245756","2.280637253378201","2.381744491867366","2.4688291325784926","2.6213694828279954","2.5369627574955698","2.753287393941842","2.709574820422789","2.550997700978188","2.7771184678272105","2.9916702150900405","3.128320613681997","3.298939638725817","3.3862173209044006","3.5174948385335942","3.4405577732714616","3.5786321720340672","3.654670535498919","3.7109672207778255","3.764130594648333","3.7755404610782324","3.8306123913687715","3.832179586373864","3.6630441663966535","3.5778796620273687","3.545507099370268"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-ARG-QBTU.A","            Renewables and other (quad Btu)","0.1827173041731191","0.1738454377130094","0.19898608359734396","0.19556563506702898","0.2145309368101823","0.21450426481018228","0.2182409192089095","0.22687973060763672","0.1557140931693746","0.13676231440509115","0.1879615323387492","0.17230565063092396","0.21055049479041485","0.2513406986270351","0.2848137200781893","0.2823650799248392","0.24995835264063027","0.3050029945607985","0.2992837467357356","0.2409234101845502","0.30210946271995404","0.39147719134221654","0.39137362426169287","0.3672292510802087","0.3303567389308881","0.3667131993072725","0.4111849273647425","0.35362196223355585","0.334150367500583","0.36360463011965305","0.3634194664478598","0.34672296798203944","0.32168130279568297","0.36016640842008874","0.3572285096377126","0.3452925279524641","0.32076324223312763","0.3438543732438765","0.3505569497991474","0.346837705144715"
"","Armenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-ARM-QBTU.A","    Consumption (quad Btu)","--","--","--","--","--","--","--","--","--","--","--","--","0.19707438458231163","0.14998730776818422","0.13408394734455686","0.13152119517250915","0.16835991920439383","0.14188471758827853","0.1507845485316632","0.09319205128128914","0.10022710704820556","0.09856692490486321","0.09441703382161046","0.10382471981629438","0.10768513928160468","0.12474456088579176","0.12455406677000141","0.13976686002598204","0.134886150506089","0.12051959734244014","0.1342251355973488","0.14131456285062044","0.14974218654056431","0.14690502509685532","0.14973864977232865","0.13874714982274652","0.13972765966870568","0.14891088497298058","0.1464781056744699","0.15681441220195597"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-ARM-QBTU.A","            Renewables and other (quad Btu)","--","--","--","--","--","--","--","--","--","--","--","--","0.032091922","0.043744937","0.035957604","0.01964398","0.01608904","0.01363","0.01419939","0.01131596","0.011314868","0.008633162","0.015465573","0.018923538","0.017245824","0.014782582","0.0165701168","0.0180454297","0.01749226562","0.01939574","0.021970192","0.019950036","0.016462972","0.016585875","0.015011264","0.016124972","0.018255512","0.016913611","0.01622794928","0.01784527016"
"","Aruba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-ABW-QBTU.A","    Consumption (quad Btu)","--","--","--","--","--","--","0.001453868","0.001453868","0.005570152536","0.0074044995","0.007820675201","0.008531306257","0.0093710136018","0.009521171","0.01044658689","0.01182343989","0.007792577736","0.01260234989","0.01260234989","0.012602367","0.015072690950000002","0.015595911780000013","0.01612162000000001","0.01795297824999998","0.01872199437","0.020217967989999988","0.020179450130000002","0.020794461289999996","0.019534150659900003","0.01947491775039998","0.018281777737900004","0.01454421220999999","0.018231637206999995","0.017646844013999994","0.01792315851489999","0.018428460128","0.017901294784","0.018534464256147402","0.01790559206104303","0.018564764847999998"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-ABW-QBTU.A","            Renewables and other (quad Btu)","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002928","0.0010351116","0.001102766","0.001303692","0.001459773","0.001536860697","0.001637460128","0.001380294784","0.001324018656","0.001335666048","0.001306323648"
"","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-AUS-QBTU.A","    Consumption (quad Btu)","2.9854358303859216","3.0498855988359854","3.2315361077031657","3.106748751726154","3.14940532638222","3.2894457763241927","3.339457591279807","3.5101456891435983","3.6003070871758593","3.8202805174474572","3.8450510464370216","3.816707739470563","3.8961316620931763","3.9907608389582685","4.059596888564405","4.181352368030664","4.365435377068455","4.481996789139721","4.643887355138282","4.7618808040354415","4.798319763298298","4.826307017148451","4.974069664342607","5.014345155031627","5.181104210734196","5.277487051157901","5.346814877047286","5.504294666661862","5.505784817841141","5.616115610784238","5.650818361827214","5.736307474790002","5.804360624637336","5.801957438570844","5.7506526519546055","5.77777714890184","6.009311683194868","6.20020112144761","6.161211867442875","6.123272742321187"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-AUS-QBTU.A","            Renewables and other (quad Btu)","0.13398886429865156","0.14927951030619527","0.14570652338878512","0.13042959296317505","0.12879194124892518","0.14522068658254514","0.1484773954011178","0.13989746840455716","0.12374524394153046","0.13529352027964206","0.13445564406750143","0.1473918746857265","0.14471874241478927","0.16084819654041269","0.1599092253787618","0.15916328067072202","0.16138964297334477","0.1737714597304385","0.16681711815735167","0.1799893438306105","0.17586834496692572","0.1818856448805714","0.1756285892303562","0.1805836099915788","0.17779078088487996","0.1940304411135614","0.20737091371855615","0.1909913095932397","0.16228579885651492","0.17106602684313027","0.19737287593397496","0.23541235339007863","0.22883623574239031","0.28683188956612204","0.3228672216951848","0.28959441830834043","0.32776928179277726","0.36271339096276867","0.39546396964230435","0.4537507572683577"
"","Austria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-AUT-QBTU.A","    Consumption (quad Btu)","1.0973826904211996","1.0860216107096554","1.033423966309842","1.0407132085811968","1.0687113530811918","1.0918414560708956","1.0716486557431106","1.0217497910625195","1.1069273060742357","1.1223819665496106","1.1583630812138974","1.2192683164516471","1.194054821944375","1.219344591157797","1.2147717230275559","1.2716598927313532","1.3280593615143956","1.3285581215173612","1.3529758154730402","1.3690062912081022","1.3576428223216257","1.42216547907762","1.4216350821094912","1.4449085385410447","1.4966678543474943","1.5527815500063187","1.5439728151606222","1.5165389241974818","1.5201246313292613","1.4551547991078917","1.4942986042703832","1.4208871048127323","1.4652067066220626","1.473999160539443","1.4257971480346943","1.4285909557541432","1.4614690519583098","1.4935755340392147","1.462067684971145","1.5220260353460784"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-AUT-QBTU.A","            Renewables and other (quad Btu)","0.31411474382030313","0.3297997934789342","0.32812852361999717","0.3303625682234106","0.33092618874978513","0.35639236718099754","0.34873127333963894","0.27861929047807404","0.3892901883546862","0.3883195315021497","0.358521649550301","0.3661073403185727","0.39233976094454004","0.4032616949267786","0.39236945251176863","0.41040520833022764","0.3910207694436608","0.403513025045132","0.4131508511110181","0.44295923525757325","0.4636886520678449","0.46665218730230834","0.4576465312636243","0.40944697969745014","0.4444235198967541","0.45482392588112236","0.4672981558436812","0.49282355933144745","0.49862320748699945","0.48841970475555885","0.4705986965057576","0.44655295423720254","0.5197130942952417","0.5305224717922805","0.5283726270899791","0.4943421955744406","0.5098132877126996","0.5153034685922582","0.4986502629789706","0.5287130215554108"
"","Azerbaijan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-AZE-QBTU.A","    Consumption (quad Btu)","--","--","--","--","--","--","--","--","--","--","--","--","0.9911765642269212","0.8437916077196518","0.759329018122574","0.7280833129647998","0.6432472023598259","0.6383647456866977","0.5464973083635694","0.5636975517270306","0.5074185432978657","0.44564175199638306","0.5318574148058618","0.5674969864277457","0.6260213589589276","0.6481604431189654","0.6568357056439632","0.54096317063746","0.5793533650780132","0.5436920099120027","0.5866650633544922","0.5554545161327669","0.6032603864577951","0.5673343141510903","0.5850700002364506","0.6183165574145622","0.6089480302007005","0.6066404856364913","0.6084300217434576","0.6472366689189806"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-AZE-QBTU.A","            Renewables and other (quad Btu)","--","--","--","--","--","--","--","--","--","--","--","--","0.016028708","0.024698904","0.019671756","0.01724528","0.01641316","0.021801227","0.019342383","0.017785494","0.017276383","0.014107312","0.0253787","0.030303648","0.031971012","0.033888245","0.027754511","0.022316504","0.019743788","0.02139988","0.032062084","0.02342776","0.01531828","0.014105394","0.01269628","0.016359663","0.016692088","0.014029954","0.0140348504","0.0122474444"
"","Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-BHR-QBTU.A","    Consumption (quad Btu)","0.1370792453385082","0.15793077745506964","0.16840077745506965","0.17685260386580687","0.1716302453385082","0.20399877745506967","0.22098777157965","0.265819139","0.2289535122","0.234110243","0.25623016754490974","0.2867909405","0.24059811","0.2873321361","0.2830941625","0.2835949425","0.28428583605","0.33493822035","0.35159034795","0.36073067805","0.38174031057","0.39509279718","0.42155996357000003","0.4404441398299999","0.45624810566999996","0.5118364029999999","0.5461163996499999","0.5607088311900001","0.5871763094099999","0.58134963678","0.5877089010999997","0.5815044065799999","0.62467084227","0.6946947203","0.688660037","0.69473984225","0.693195406047","0.7131739287901","0.7221434498272","0.8130655406214"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-BHR-QBTU.A","            Renewables and other (quad Btu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000010236","0.000044356","-0.000638426","0.000592736","0.000609788","0.00043373","-0.0005117312","0.0000751778","0.0000982035","0.00005890475","0.000027392","0.00023193625","0.000783672","0.000781822"
"","Bangladesh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-BGD-QBTU.A","    Consumption (quad Btu)","0.12237373146647165","0.13263192992723544","0.14102331271612184","0.13611929175580118","0.16614674244959443","0.17078500038623387","0.18524403522381783","0.20077429805875183","0.22541380149368578","0.24573661082997558","0.23910800167673366","0.25453320406512175","0.28588367016120053","0.30931970927324903","0.3424339003276303","0.37457309878931117","0.3890114732557589","0.3992994488243886","0.42741787747218885","0.4805707205125264","0.5105086785667823","0.559048717867276","0.5881355275439591","0.6473382437847297","0.6700366740696395","0.7123506160606958","0.7681297149259343","0.8066862723052444","0.8721530794063055","0.9180718384548993","0.9682993406952765","1.0184962198301477","1.097789332385903","1.1235440098281344","1.1858637480726786","1.325867256142564","1.4168283621143483","1.459108195914739","1.5503656410674642","1.6166327357480461"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-BGD-QBTU.A","            Renewables and other (quad Btu)","0.0067731503718131995","0.00566337419115424","0.007117004885954239","0.0072168355324068794","0.00953306898933792","0.007720333","0.0047007","0.005334528","0.006896432","0.009503552","0.00910175","0.00866188","0.008149496","0.006206018","0.008655124","0.006228448","0.00756888","0.00727186026","0.00872914185","0.0084374726","0.0095634375","0.010167672","0.010752861","0.01131975","0.012199488","0.0128537145","0.013757653","0.007551376","0.009489402","0.00459696","0.008161781796","0.009518532016","0.007776180204","0.010308611614","0.01529577201","0.019105943558","0.024597992464","0.027935742801","0.028837750768","0.033828632808"
"","Barbados","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-BRB-QBTU.A","    Consumption (quad Btu)","0.014607404357384574","0.0152022125","0.01541340410901124","0.016258170535754176","0.01566625542853143","0.017314128571187515","0.018158895","0.01728987599","0.0162806723226","0.0177197985","0.01877223777","0.0189815451455","0.0200511842256","0.0195408423465","0.0185323071105","0.0192335753455","0.017269022865","0.020790449615","0.0211169857275","0.022107611535","0.023766991734084704","0.02378115992787991","0.023941208571748248","0.024196509571241604","0.024376840825760877","0.024565423806506566","0.024621200856259354","0.023490809818600012","0.027698550774100012","0.026104624950900004","0.02515866981709999","0.026404358751900003","0.02481658212160002","0.025202074248100004","0.021917332165109996","0.0233143436","0.023846818382","0.0225275652164928","0.02398986056931429","0.024030263052293"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-BRB-QBTU.A","            Renewables and other (quad Btu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000019512","0.000029148","0.000028548","0.000038164","0.0000951","0.000130466","0.000272584032","0.000272023038","0.000339542784","0.00035616"
"","Belarus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-BLR-QBTU.A","    Consumption (quad Btu)","--","--","--","--","--","--","--","--","--","--","--","--","1.501970401720885","1.2806214078836877","1.0585002671109454","0.9988471065596957","0.9991679818028789","0.9907879086251181","0.9706355086359005","1.0032785387112504","1.0908746833221168","1.0095217501684315","0.980390452515217","1.026496137487206","0.9608360276953292","1.080768569623576","1.1526332445842542","1.1185456005765237","1.132952280033448","1.0542743576014002","1.1223714113892542","1.1611160475561777","1.1711670196111228","1.1186945385077056","1.1206091708440773","0.9534830145129016","0.9449122428589768","0.9410089386595588","0.9971701737387573","0.9691333127787114"
"","        Nuclear, renewables, and other (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4418-2-BLR-QBTU.A","            Renewables and other (quad Btu)","--","--","--","--","--","--","--","--","--","--","--","--","0.022166154","0.020684931","0.013685968636905846","0.02483614757247197","0.029659528176871706","0.027256866095821553","0.030497507144227658","0.02675814967364617","0.027195383538978588","0.018713469675607317","0.018955373138818954","0.01985546966246217","0.013977600717981627","0.016688306383385112","0.017997899775947568","0.017883829951119527","0.009279496697636199","0.018155173861949186","0.012766617076414697","0.022888384675323697","0.030449532605838967","0.026910580410672732","0.015925707024547358","0.013488850666844585","0.015755401392323624","0.017680987894577484","0.005535190172655294","0.0026118913806192907"
"","Belgium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
