,Year,MSN,USA,US,d_USA
7742,1976,ESICB,2572885.0,2572883.0,2.0
7743,1976,ESICD,353.45,6.48,346.96999999999997
7745,1976,ESICV,16083.499999999998,16083.1,0.3999999999978172
7747,1976,ESRCB,2069210.0,2069215.0,-5.0
7748,1976,ESRCD,554.7500000000001,10.93,543.8200000000002
7749,1976,ESRCP,606449.0,606452.0,-3.0
7750,1976,ESRCV,22620.700000000004,22620.7,3.637978807091713e-12
7752,1976,ESRPP,150722.0,2781.0,147941.0
7755,1976,ESTCD,469.25,9.13,460.12
7757,1976,ESTCV,56972.5,56972.4,0.09999999999854481
7758,1976,ESTPP,451300.0,8509.0,442791.0
7760,1976,ESTXD,469.25,9.13,460.12
7762,1976,ESTXV,56972.5,56972.4,0.09999999999854481
7763,1976,FFETK,0.0,10.373,-10.373
7764,1976,FFTCB,69099103.0,69099003.0,100.0
7766,1976,FNICD,5.1,2.55,2.55
7770,1976,FOICD,6.0,3.0,3.0
7772,1976,FOICV,1086.8000000000002,1086.8,2.2737367544323206e-13
7774,1976,FSICD,53.82,1.38,52.44
7776,1976,FSICV,144.2,144.3,-0.10000000000002274
7785,1976,HLACD,142.8,2.63,140.17000000000002
7787,1976,HLACV,123.90000000000002,123.6,0.3000000000000256
7789,1976,HLCCD,145.24,2.77,142.47
7791,1976,HLCCV,377.1,377.1,0.0
7792,1976,HLICB,1160688.0,1160686.0,2.0
7793,1976,HLICD,158.15000000000003,2.84,155.31000000000003
7794,1976,HLICK,179.94799999999995,3.533,176.41499999999996
7796,1976,HLICV,3184.0,3183.9,0.09999999999990905
7799,1976,HLRCD,236.49,4.34,232.15
7801,1976,HLRCV,2310.2999999999997,2310.3,-4.547473508864641e-13
7805,1976,HLTCD,187.54999999999998,3.27,184.27999999999997
7806,1976,HLTCK,189.20399999999998,3.645,185.55899999999997
7810,1976,HLTXD,187.54999999999998,3.27,184.27999999999997
7819,1976,HYTCB,2976260.0,2976265.0,-5.0
7823,1976,JFACB,2001985.0,2001988.0,-3.0
7824,1976,JFACD,112.57,2.25,110.32
7826,1976,JFACV,4506.700000000001,4506.4,0.3000000000010914
7828,1976,JFTCD,112.77999999999999,2.25,110.52999999999999
7830,1976,JFTCV,4566.999999999999,4567.0,-9.094947017729282e-13
7831,1976,JFTXB,2001985.0,2001988.0,-3.0
7832,1976,JFTXD,112.57,2.25,110.32
7834,1976,JFTXV,4506.700000000001,4506.4,0.3000000000010914
7836,1976,KSCCD,121.32999999999998,2.67,118.65999999999998
7840,1976,KSICD,133.02,2.58,130.44
7841,1976,KSICP,21661.0,21658.0,3.0
7842,1976,KSICV,317.1,317.3,-0.19999999999998863
7843,1976,KSRCB,184496.0,184499.0,-3.0
7844,1976,KSRCD,161.21000000000004,3.32,157.89000000000004
7846,1976,KSRCV,613.5,613.2,0.2999999999999545
7848,1976,KSTCD,148.92,2.98,145.94
7850,1976,KSTCV,1047.6,1047.5,0.09999999999990905
7852,1976,KSTXD,148.92,2.98,145.94
7854,1976,KSTXV,1047.6,1047.5,0.09999999999990905
7859,1976,LOTCB,15154461.0,15154464.0,-3.0
7860,1976,LOTXB,15154461.0,15154464.0,-3.0
7862,1976,LUACD,359.55,7.05,352.5
7866,1976,LUICD,359.55,7.05,352.5
7868,1976,LUICV,1171.2,1170.8,0.40000000000009095
7870,1976,LUTCD,359.55,7.05,352.5
7872,1976,LUTCV,2383.2000000000003,2382.9,0.3000000000001819
7874,1976,LUTXD,359.55,7.05,352.5
7876,1976,LUTXV,2383.2000000000003,2382.9,0.3000000000001819
7880,1976,MGACB,13107285.0,13107282.0,3.0
7881,1976,MGACD,247.32999999999998,4.84,242.48999999999998
7883,1976,MGACV,63479.70000000001,63479.8,-0.09999999999126885
7885,1976,MGCCD,247.32999999999998,4.85,242.48
7887,1976,MGCCV,469.7,469.7,0.0
7889,1976,MGICD,242.25,4.87,237.38
7890,1976,MGICP,40180.0,40183.0,-3.0
7891,1976,MGICV,1027.5999999999997,1027.9,-0.3000000000004093
7892,1976,MGTCB,13415295.0,13415290.0,5.0
7893,1976,MGTCD,247.32999999999998,4.84,242.48999999999998
7896,1976,MGTCV,64977.1,64977.4,-0.3000000000029104
7897,1976,MGTPV,16154.699999999999,298.0,15856.699999999999
7898,1976,MGTXB,13415295.0,13415290.0,5.0
7899,1976,MGTXD,247.32999999999998,4.84,242.48999999999998
7901,1976,MGTXV,64977.1,64977.4,-0.3000000000029104
7902,1976,MMTCB,13415295.0,13415290.0,5.0
7904,1976,MSICD,136.5,4.55,131.95
7906,1976,MSICV,1250.5999999999997,1250.6,-2.2737367544323206e-13
7909,1976,NCPRB,3013773.0,3013778.0,-5.0
7910,1976,NGACB,559042.0,559039.0,3.0
7916,1976,NGCCD,84.74,1.61,83.13
7918,1976,NGCCV,4379.099999999999,4378.9,0.1999999999998181
7920,1976,NGEID,56.809999999999995,1.03,55.779999999999994
7921,1976,NGEIK,47.263000000000005,1.023,46.24
7925,1976,NGICD,66.78,1.21,65.57000000000001
7927,1976,NGICV,7483.799999999999,7483.7,0.0999999999994543
7928,1976,NGISB,6172980.0,6172985.0,-5.0
7930,1976,NGMPB,21854360.0,21854362.0,-2.0
7931,1976,NGMPK,34.152,1.095,33.057
7933,1976,NGPZB,559042.0,559039.0,3.0
7935,1976,NGRCD,100.98999999999998,1.94,99.04999999999998
7937,1976,NGRCV,9992.2,9992.0,0.2000000000007276
7938,1976,NGRFB,951823.0,951826.0,-3.0
7939,1976,NGSCB,17191579.0,17191575.0,4.0
7941,1976,NGTCD,82.11,1.46,80.65
7942,1976,NGTCK,51.68300000000001,1.022,50.66100000000001
7944,1976,NGTCV,25096.5,25096.7,-0.2000000000007276
7945,1976,NGTPB,4703.8,93.5,4610.3
7946,1976,NGTPP,4640.900000000001,91.5,4549.400000000001
7948,1976,NGTXD,83.62,1.56,82.06
7949,1976,NGTXK,50.772,1.021,49.751
7951,1976,NGTXV,21854.899999999998,21854.6,0.2999999999992724
7954,1976,NUEGD,5.840000000000001,0.25,5.590000000000001
7956,1976,NUEGV,520.0,520.1,-0.10000000000002274
7958,1976,NUETD,5.840000000000001,0.25,5.590000000000001
7959,1976,NUETK,0.0,11.047,-11.047
7961,1976,NUETV,520.0,520.1,-0.10000000000002274
7962,1976,OPICB,2408192.0,2408189.0,3.0
7963,1976,OPICD,150.81,3.15,147.66
7964,1976,OPICP,418305.0,418307.0,-2.0
7965,1976,OPICV,4176.099999999999,4176.3,-0.2000000000007276
7968,1976,OPTCB,2408192.0,2408189.0,3.0
7969,1976,OPTCD,150.81,3.15,147.66
7970,1976,OPTCP,418305.0,418307.0,-2.0
7971,1976,OPTCV,4176.099999999999,4176.3,-0.2000000000007276
7972,1976,OPTXB,2408192.0,2408189.0,3.0
7973,1976,OPTXD,150.81,3.15,147.66
7974,1976,OPTXP,418305.0,418307.0,-2.0
7975,1976,OPTXV,4176.099999999999,4176.3,-0.2000000000007276
7976,1976,P1ICB,4229816.0,4229820.0,-4.0
7977,1976,P1ICD,132.53,2.81,129.72
7979,1976,P1ICV,7737.799999999999,7738.0,-0.2000000000007276
7983,1976,P1TCD,155.18,3.08,152.1
7985,1976,P1TCV,9925.5,9925.4,0.1000000000003638
7987,1976,P1TXD,155.44000000000003,3.08,152.36
7990,1976,P5RFB,1083999.0,1083996.0,3.0
7992,1976,PAACD,215.44,4.2,211.24
7996,1976,PACCB,1499956.0,1499952.0,4.0
7997,1976,PACCD,137.60000000000002,2.49,135.11
7998,1976,PACCK,0.0,5.673,-5.673
7999,1976,PACCP,264425.0,264421.0,4.0
8000,1976,PACCV,3739.6,3739.4,0.1999999999998181
8002,1976,PAEID,101.66999999999999,1.98,99.68999999999998
8003,1976,PAEIK,0.0,6.251,-6.251
8005,1976,PAEIV,6874.400000000001,6874.2,0.2000000000007276
8007,1976,PAICD,127.71000000000001,2.59,125.12
8008,1976,PAICK,0.0,5.501,-5.501
8010,1976,PAICV,18384.3,18384.5,-0.2000000000007276
8014,1976,PARCB,2703967.0,2703974.0,-7.0
8015,1976,PARCD,185.06,3.24,181.82
8016,1976,PARCK,0.0,5.278,-5.278
8019,1976,PASCB,33283157.0,33283158.0,-1.0
8021,1976,PATCD,179.83,3.47,176.36
8024,1976,PATCV,115514.6,115514.8,-0.19999999999708962
8025,1976,PATPB,8824.500000000002,161.2,8663.300000000001
8026,1976,PATPP,1601.5,29.3,1572.2
8028,1976,PATXD,186.67000000000002,3.64,183.03000000000003
8029,1976,PATXP,5834494.0,5834489.0,5.0
8030,1976,PATXV,108640.7,108640.6,0.09999999999126885
8037,1976,PCEID,2.41,1.5,0.9100000000000001
8041,1976,PCICD,24.959999999999997,1.56,23.4
8049,1976,PCTCD,27.369999999999997,1.56,25.81
8051,1976,PCTCV,220.79999999999998,220.8,-2.842170943040401e-14
8053,1976,PCTXD,24.959999999999997,1.56,23.4
8056,1976,PEACD,215.43,4.2,211.23000000000002
8057,1976,PEACV,77759.50000000001,77759.4,0.10000000002037268
8059,1976,PECCD,96.74000000000001,1.9,94.84
8060,1976,PECCV,8298.199999999999,8298.4,-0.2000000000007276
8062,1976,PEEID,50.4,1.03,49.37
8063,1976,PEEIV,19078.6,19078.4,0.19999999999708962
8064,1976,PEICD,95.98000000000002,1.85,94.13000000000002
8065,1976,PEICV,31777.100000000002,31821.1,-43.99999999999636
8066,1976,PEISB,17181162.0,17181063.0,99.0
8067,1976,PERCD,126.77,2.37,124.39999999999999
8068,1976,PERCV,19064.5,19064.5,0.0
8070,1976,PESCB,66600358.0,66600260.0,98.0
8071,1976,PETCD,121.97,2.34,119.63
8072,1976,PETCV,155978.0,156021.8,-43.79999999998836
8073,1976,PETXD,149.23,2.85,146.38
8074,1976,PETXV,136899.2,136943.4,-44.19999999998254
8085,1976,RFACD,75.87000000000002,1.71,74.16000000000003
8087,1976,RFACV,1411.0,1410.6,0.40000000000009095
8089,1976,RFCCD,89.7,1.87,87.83
8091,1976,RFCCV,1062.3,1062.4,-0.10000000000013642
8093,1976,RFEID,88.82000000000001,1.95,86.87
8094,1976,RFEIP,514079.0,514077.0,2.0
8095,1976,RFEIV,6288.8,6289.0,-0.1999999999998181
8097,1976,RFICD,95.25,1.9,93.35
8098,1976,RFICP,289800.0,289797.0,3.0
8099,1976,RFICV,2885.9,2885.9,0.0
8100,1976,RFISB,1522176.0,1522173.0,3.0
8101,1976,RFRFB,299780.0,299783.0,-3.0
8104,1976,RFTCD,94.13,1.9,92.22999999999999
8106,1976,RFTCV,11648.0,11647.9,0.1000000000003638
8108,1976,RFTXD,93.92,1.84,92.08
8110,1976,RFTXV,5358.999999999999,5358.9,0.0999999999994543
8116,1976,SNICV,492.79999999999995,493.2,-0.4000000000000341
8128,1976,TEACD,215.52,4.21,211.31
8129,1976,TEACV,77880.00000000001,77879.8,0.20000000001164153
8130,1976,TEAPB,4916.799999999999,87.6,4829.199999999999
8132,1976,TECCD,215.40999999999997,4.38,211.02999999999997
8133,1976,TECCV,26446.600000000002,26446.6,3.637978807091713e-12
8134,1976,TECPB,2440.7,46.2,2394.5
8135,1976,TEEIB,21484566.0,21484563.0,3.0
8136,1976,TEICB,31382768.0,31382672.0,96.0
8137,1976,TEICD,134.37,2.44,131.93
8138,1976,TEICV,47859.600000000006,47904.2,-44.59999999999127
8139,1976,TEIPB,7593.500000000001,143.9,7449.600000000001
8140,1976,TEPFB,21638415.0,21638416.0,-1.0
8143,1976,TERCD,224.64000000000004,4.13,220.51000000000005
8144,1976,TERCV,41684.799999999996,41685.2,-0.4000000000014552
8146,1976,TERPB,3736.2,70.7,3665.5
8147,1976,TETCB,75966751.0,75966653.0,98.0
8148,1976,TETCD,184.89000000000001,3.57,181.32000000000002
8149,1976,TETCV,193871.2,193915.8,-44.59999999997672
8150,1976,TETPB,18687.0,348.4,18338.6
8151,1976,TETPV,46584.09999999999,889.4,45694.69999999999
8152,1976,TETXB,75966773.0,75966675.0,98.0
8153,1976,TETXD,184.89000000000001,3.57,181.32000000000002
8154,1976,TETXV,193871.2,193915.8,-44.59999999997672
8158,1976,TNCSB,6041036.0,6041038.0,-2.0
8159,1976,TNICB,25225090.0,25224992.0,98.0
8160,1976,TNISB,19664218.0,19664118.0,100.0
8162,1976,TNRSB,10105046.0,10105045.0,1.0
8163,1976,TNSCB,54328362.0,54328260.0,102.0
8164,1976,TNTXB,60812310.0,60812211.0,99.0
8165,1976,TPOPP,217563.0,218035.0,-472.0
8174,1976,WDPRB,1710612.0,1710609.0,3.0
8176,1976,WDRCD,71.0,1.39,69.61
8177,1976,WDRCV,172.79999999999998,173.1,-0.30000000000001137
8178,1976,WDRSB,124342.0,124345.0,-3.0
8179,1976,WDRXB,357291.0,357289.0,2.0
8180,1976,WDTCB,1710612.0,1710609.0,3.0
8186,1976,WWCCD,71.0,1.39,69.61
8187,1976,WWCCV,3.4000000000000004,3.3,0.10000000000000053
8188,1976,WWCSB,2353.0,2349.0,4.0
8191,1976,WWEID,7.84,0.98,6.859999999999999
8195,1976,WWICV,460.0999999999999,460.3,-0.20000000000010232
8196,1976,WWISB,275983.0,275980.0,3.0
8201,1976,WWTCD,82.39,1.58,80.81
8202,1976,WWTCV,639.4,639.4,0.0
8203,1976,WWTXB,1710612.0,1710609.0,3.0
8204,1976,WWTXD,85.4,1.58,83.82000000000001
8205,1976,WWTXV,636.9,636.7,0.1999999999999318
8207,1976,WXICD,154.27999999999997,5.51,148.76999999999998
8209,1976,WXICV,220.1,220.1,0.0
8223,1977,ARICD,99.67,1.95,97.72
8225,1977,ARICV,2064.8999999999996,2064.9,-4.547473508864641e-13
8227,1977,ARTCD,99.67,1.95,97.72
8229,1977,ARTCV,2064.8999999999996,2064.9,-4.547473508864641e-13
8231,1977,ARTXD,99.67,1.95,97.72
8233,1977,ARTXV,2064.8999999999996,2064.9,-4.547473508864641e-13
8235,1977,AVACD,198.5,3.97,194.53
8237,1977,AVACV,279.3,279.1,0.19999999999998863
8239,1977,AVTCD,198.5,3.97,194.53
8241,1977,AVTCV,279.3,279.1,0.19999999999998863
8243,1977,AVTXD,198.5,3.97,194.53
8245,1977,AVTXV,279.3,279.1,0.19999999999998863
8258,1977,CCEXB,0.0,30777.0,-30777.0
8259,1977,CCEXD,0.0,2.32,-2.32
8260,1977,CCEXP,0.0,1241.0,-1241.0
8261,1977,CCEXV,0.0,71.5,-71.5
8262,1977,CCIMB,0.0,45359.0,-45359.0
8263,1977,CCIMD,0.0,3.06,-3.06
8264,1977,CCIMP,0.0,1829.0,-1829.0
8265,1977,CCIMV,0.0,138.7,-138.7
8266,1977,CCNIB,0.0,14582.0,-14582.0
8267,1977,CCNIP,0.0,588.0,-588.0
8268,1977,CCNIV,0.0,67.2,-67.2
8270,1977,CLACD,69.75,1.27,68.48
8271,1977,CLACK,1090.1580000000001,22.29,1067.8680000000002
8272,1977,CLACP,4.0,9.0,-5.0
8273,1977,CLACV,0.0,0.3,-0.3
8275,1977,CLCCD,59.92,1.3,58.620000000000005
8277,1977,CLCCV,192.5,192.4,0.09999999999999432
8279,1977,CLEID,38.11000000000001,0.95,37.160000000000004
8280,1977,CLEIK,869.8259999999999,21.501,848.3249999999999
8282,1977,CLEIV,9717.4,9717.8,-0.3999999999996362
8283,1977,CLHCK,930.668,22.922,907.746
8285,1977,CLICD,75.03,1.56,73.47
8287,1977,CLICV,5360.1,5359.9,0.2000000000007276
8290,1977,CLKCD,33.53,1.72,31.810000000000002
8291,1977,CLKCK,508.57300000000004,26.787,481.78600000000006
8295,1977,CLOCD,69.75,1.31,68.44
8296,1977,CLOCK,1090.736,22.135,1068.601
8298,1977,CLOCV,1780.9999999999998,1780.8,0.1999999999998181
8301,1977,CLPRK,544.8269999999999,22.604,522.2229999999998
8304,1977,CLRCD,101.59,2.53,99.06
8305,1977,CLRCP,2510.0,2507.0,3.0
8306,1977,CLRCV,145.10000000000002,145.2,-0.0999999999999659
8310,1977,CLTCD,58.44,1.11,57.33
8312,1977,CLTCV,15415.9,15415.7,0.1999999999989086
8314,1977,CLTXD,76.92,1.56,75.36
8316,1977,CLTXV,5697.799999999999,5697.9,-0.1000000000003638
8321,1977,DFACD,171.51999999999998,3.31,168.20999999999998
8323,1977,DFACV,8237.9,8237.4,0.5
8325,1977,DFCCD,150.56,2.98,147.58
8327,1977,DFCCV,2014.2,2014.1,0.10000000000013642
8328,1977,DFEIB,247434.0,247432.0,2.0
8329,1977,DFEID,137.79,2.71,135.07999999999998
8330,1977,DFEIP,42481.0,42478.0,3.0
8331,1977,DFEIV,671.1,671.6,-0.5
8333,1977,DFICD,137.33,2.68,134.65
8335,1977,DFICV,4450.6,4450.5,0.1000000000003638
8338,1977,DFRCD,165.21,3.32,161.89000000000001
8340,1977,DFRCV,6630.400000000001,6630.2,0.2000000000007276
8341,1977,DFRFB,55727.0,55722.0,5.0
8342,1977,DFSCB,7070161.0,7070164.0,-3.0
8344,1977,DFTCD,157.60999999999999,3.11,154.49999999999997
8347,1977,DFTCV,22003.700000000004,22003.9,-0.19999999999708962
8348,1977,DFTXB,6878458.0,6878454.0,4.0
8349,1977,DFTXD,158.42000000000002,3.13,155.29000000000002
8351,1977,DFTXV,21332.199999999997,21332.3,-0.10000000000218279
8353,1977,DKEID,138.39999999999998,2.72,135.67999999999998
8354,1977,DKEIP,48840.0,48837.0,3.0
8358,1977,ELEXD,27.9,3.1,24.799999999999997
8362,1977,ELIMD,42.300000000000004,4.7,37.6
8364,1977,ELIMV,323.2,323.3,-0.10000000000002274
8385,1977,ESACD,118.45,10.85,107.60000000000001
8387,1977,ESACV,113.1,113.2,-0.10000000000000853
8389,1977,ESCCD,582.9499999999999,11.99,570.9599999999999
8391,1977,ESCCV,21023.4,21023.4,0.0
8393,1977,ESICD,389.45,7.33,382.12
8395,1977,ESICV,18956.4,18956.2,0.2000000000007276
8398,1977,ESRCD,602.7199999999999,11.87,590.8499999999999
8401,1977,ESRFB,94817.0,94813.0,4.0
8402,1977,ESRPP,157569.0,2930.0,154639.0
8405,1977,ESTCD,514.4200000000001,10.11,504.31000000000006
8408,1977,ESTPP,465457.0,8847.0,456610.0
8410,1977,ESTXD,514.4200000000001,10.11,504.31000000000006
8413,1977,FFETK,0.0,10.435,-10.435
8414,1977,FFTCB,70962231.0,70976813.0,-14582.0
8416,1977,FNICD,5.6,2.8,2.8
8418,1977,FNICV,1092.7,1092.6,0.10000000000013642
8420,1977,FOICD,6.6,3.3,3.3
8424,1977,FSICD,66.39999999999999,1.66,64.74
8426,1977,FSICV,175.39999999999998,175.1,0.29999999999998295
8435,1977,HLACD,161.91,3.06,158.85
8439,1977,HLCCD,164.78,3.17,161.61
8441,1977,HLCCV,428.5,428.7,-0.19999999999998863
8443,1977,HLICD,182.73,3.34,179.39
8444,1977,HLICK,176.664,3.464,173.2
8446,1977,HLICV,3747.2,3747.2,0.0
8448,1977,HLRCB,520379.0,520375.0,4.0
8449,1977,HLRCD,263.71999999999997,4.83,258.89
8455,1977,HLTCD,211.69000000000003,3.74,207.95000000000002
8456,1977,HLTCK,187.605,3.598,184.00699999999998
8457,1977,HLTCP,518874.0,518870.0,4.0
8460,1977,HLTXD,211.69000000000003,3.74,207.95000000000002
8461,1977,HLTXP,518874.0,518870.0,4.0
8474,1977,JFACD,130.8,2.59,128.21
8476,1977,JFACV,5416.6,5417.0,-0.3999999999996362
8478,1977,JFTCD,131.0,2.59,128.41
8482,1977,JFTXD,130.8,2.59,128.21
8484,1977,JFTXV,5416.6,5417.0,-0.3999999999996362
8486,1977,KSCCD,136.99999999999997,2.96,134.03999999999996
8488,1977,KSCCV,154.29999999999998,154.4,-0.10000000000002274
8489,1977,KSICB,143181.0,143187.0,-6.0
8490,1977,KSICD,149.45999999999998,2.91,146.54999999999998
8494,1977,KSRCD,182.85999999999999,3.78,179.07999999999998
8496,1977,KSRCV,632.4999999999999,632.6,-0.10000000000013642
8498,1977,KSTCD,167.10999999999999,3.32,163.79
8500,1977,KSTCV,1203.7,1203.9,-0.20000000000004547
8502,1977,KSTXD,167.10999999999999,3.32,163.79
8504,1977,KSTXV,1203.7,1203.9,-0.20000000000004547
8512,1977,LUACD,355.4700000000001,6.97,348.50000000000006
8514,1977,LUACV,1198.1,1197.9,0.1999999999998181
8516,1977,LUICD,355.4700000000001,6.97,348.50000000000006
8520,1977,LUTCD,355.4700000000001,6.97,348.50000000000006
8522,1977,LUTCV,2466.1000000000004,2466.3,-0.1999999999998181
8524,1977,LUTXD,355.4700000000001,6.97,348.50000000000006
8526,1977,LUTXV,2466.1000000000004,2466.3,-0.1999999999998181
8531,1977,MGACD,262.21999999999997,5.13,257.09
8533,1977,MGACV,69059.0,69059.1,-0.10000000000582077
8535,1977,MGCCD,262.21999999999997,5.15,257.07
8539,1977,MGICD,256.83,5.16,251.67
8541,1977,MGICV,1013.6,1013.7,-0.10000000000002274
8543,1977,MGTCD,262.21999999999997,5.13,257.09
8546,1977,MGTCV,70591.5,70591.2,0.3000000000029104
8547,1977,MGTPV,17311.7,320.5,16991.2
8549,1977,MGTXD,262.21999999999997,5.13,257.09
8551,1977,MGTXV,70591.5,70591.2,0.3000000000029104
8554,1977,MSICD,149.70000000000002,4.99,144.71
8555,1977,MSICP,53691.0,53688.0,3.0
8556,1977,MSICV,1553.7,1553.6,0.10000000000013642
8566,1977,NGCCD,106.44,2.0,104.44
8568,1977,NGCCV,5094.6,5094.2,0.4000000000005457
8570,1977,NGEID,66.43,1.29,65.14
8571,1977,NGEIK,44.507000000000005,1.028,43.479000000000006
8573,1977,NGEIV,4225.300000000001,4225.4,-0.09999999999854481
8575,1977,NGICD,85.42999999999999,1.48,83.94999999999999
8577,1977,NGICV,8958.300000000001,8958.4,-0.09999999999854481
8581,1977,NGMPK,34.145,1.096,33.04900000000001
8585,1977,NGRCD,125.21,2.3,122.91
8587,1977,NGRCV,11324.2,11324.4,-0.1999999999989086
8588,1977,NGRFB,938230.0,938232.0,-2.0
8591,1977,NGTCD,102.68,1.76,100.92
8592,1977,NGTCK,51.735,1.023,50.711999999999996
8594,1977,NGTCV,29602.4,29602.4,0.0
8595,1977,NGTPB,4536.8,90.7,4446.1
8596,1977,NGTPP,4471.8,88.6,4383.2
8597,1977,NGTXB,16690626.0,16690621.0,5.0
8598,1977,NGTXD,104.59,1.88,102.71000000000001
8599,1977,NGTXK,50.786,1.022,49.764
8601,1977,NGTXV,25376.899999999998,25377.0,-0.10000000000218279
8603,1977,NUEGB,2701760.0,2701762.0,-2.0
8604,1977,NUEGD,7.220000000000001,0.27,6.950000000000001
8606,1977,NUEGV,742.8,742.7,0.09999999999990905
8607,1977,NUETB,2701760.0,2701762.0,-2.0
8608,1977,NUETD,7.220000000000001,0.27,6.950000000000001
8609,1977,NUETK,0.0,10.769,-10.769
8611,1977,NUETV,742.8,742.7,0.09999999999990905
8613,1977,OPICD,166.45999999999998,3.45,163.01
8615,1977,OPICV,5431.799999999999,5431.7,0.0999999999994543
8616,1977,OPISB,1576597.0,1576596.0,1.0
8617,1977,OPSCB,1576597.0,1576596.0,1.0
8619,1977,OPTCD,166.45999999999998,3.45,163.01
8621,1977,OPTCV,5431.799999999999,5431.7,0.0999999999994543
8623,1977,OPTXD,166.45999999999998,3.45,163.01
8625,1977,OPTXV,5431.799999999999,5431.7,0.0999999999994543
8627,1977,P1ICD,139.96999999999997,3.03,136.93999999999997
8633,1977,P1TCD,162.44999999999996,3.27,159.17999999999995
8635,1977,P1TCV,11789.7,11789.8,-0.09999999999854481
8637,1977,P1TXD,162.94999999999996,3.27,159.67999999999995
8641,1977,PAACB,19243288.0,19243289.0,-1.0
8642,1977,PAACD,230.08,4.47,225.61
8643,1977,PAACK,0.0,5.401,-5.401
8645,1977,PAACV,86046.59999999999,86046.7,-0.10000000000582077
8647,1977,PACCD,154.64000000000001,2.84,151.8
8648,1977,PACCK,0.0,5.682,-5.682
8650,1977,PACCV,4411.199999999999,4411.2,-9.094947017729282e-13
8651,1977,PAEIB,3900626.0,3900624.0,2.0
8652,1977,PAEID,115.94,2.23,113.71
8653,1977,PAEIK,0.0,6.249,-6.249
8655,1977,PAEIV,8701.300000000001,8701.0,0.3000000000010914
8657,1977,PAICD,140.52999999999997,2.87,137.65999999999997
8658,1977,PAICK,0.0,5.515,-5.515
8660,1977,PAICV,22189.6,22189.7,-0.10000000000218279
8664,1977,PARCB,2681958.0,2681960.0,-2.0
8665,1977,PARCD,204.45,3.64,200.81
8666,1977,PARCK,0.0,5.286,-5.286
8668,1977,PARCV,9775.199999999999,9775.6,-0.4000000000014552
8671,1977,PATCD,193.79000000000002,3.73,190.06000000000003
8672,1977,PATCK,0.0,5.512,-5.512
8674,1977,PATCV,131124.1,131124.3,-0.1999999999825377
8675,1977,PATPB,9146.3,168.4,8977.9
8676,1977,PATPP,1657.0999999999997,30.5,1626.5999999999997
8678,1977,PATXD,201.29999999999998,3.92,197.38
8680,1977,PATXV,122423.00000000001,122423.3,-0.29999999998835847
8691,1977,PCICD,29.28,1.83,27.450000000000003
8693,1977,PCICV,339.7,339.9,-0.19999999999998863
8697,1977,PCSCB,188242.0,188244.0,-2.0
8699,1977,PCTCD,31.440000000000005,1.83,29.610000000000007
8701,1977,PCTCV,343.79999999999995,343.9,-0.10000000000002274
8703,1977,PCTXD,29.28,1.83,27.450000000000003
8705,1977,PCTXV,339.7,339.9,-0.19999999999998863
8706,1977,PEACD,230.08,4.47,225.61
8707,1977,PEACV,86046.7,86047.0,-0.3000000000029104
8709,1977,PECCD,116.53,2.28,114.25
8710,1977,PECCV,9702.1,9702.0,0.1000000000003638
8712,1977,PEEID,58.019999999999996,1.17,56.849999999999994
8713,1977,PEEIV,23715.200000000004,23715.5,-0.2999999999956344
8714,1977,PEICD,110.01999999999998,2.12,107.89999999999998
8715,1977,PEICV,36992.399999999994,37059.7,-67.30000000000291
8716,1977,PEISB,17506181.0,17520762.0,-14581.0
8717,1977,PERCD,148.35,2.75,145.6
8718,1977,PERCV,21465.3,21465.4,-0.10000000000218279
8720,1977,PESCB,69009371.0,69023951.0,-14580.0
8721,1977,PETCD,134.13000000000002,2.58,131.55
8722,1977,PETCV,177922.40000000002,177989.6,-67.19999999998254
8723,1977,PETXD,166.26999999999995,3.16,163.10999999999996
8724,1977,PETXV,154207.1,154274.1,-67.0
8735,1977,RFACD,83.8,1.87,81.92999999999999
8736,1977,RFACP,144506.0,144502.0,4.0
8739,1977,RFCCD,104.5,2.2,102.3
8741,1977,RFCCV,1295.6000000000001,1295.7,-0.09999999999990905
8743,1977,RFEID,101.36000000000001,2.19,99.17000000000002
8745,1977,RFEIV,7925.500000000001,7925.6,-0.0999999999994543
8747,1977,RFICD,106.84,2.15,104.69
8749,1977,RFICV,3456.3999999999996,3456.5,-0.1000000000003638
8751,1977,RFRFB,327341.0,327339.0,2.0
8752,1977,RFSCB,6719930.0,6719929.0,1.0
8754,1977,RFTCD,106.95999999999998,2.14,104.81999999999998
8756,1977,RFTCV,14380.7,14380.7,0.0
8758,1977,RFTXD,106.29,2.08,104.21000000000001
8760,1977,RFTXV,6454.799999999999,6455.1,-0.3000000000010914
8766,1977,SNICV,514.0,514.2,-0.20000000000004547
8778,1977,TEACD,230.18000000000004,4.47,225.71000000000004
8779,1977,TEACV,86160.1,86160.2,-0.09999999999126885
8780,1977,TEAPB,5027.7,90.0,4937.7
8782,1977,TECCD,249.73999999999998,5.12,244.61999999999998
8783,1977,TECCV,30725.0,30725.4,-0.4000000000014552
8784,1977,TECPB,2450.9,46.3,2404.6
8786,1977,TEICB,32240801.0,32255385.0,-14584.0
8787,1977,TEICD,152.83,2.79,150.04000000000002
8788,1977,TEICV,55949.0,56015.9,-66.90000000000146
8789,1977,TEIPB,7707.900000000001,146.5,7561.400000000001
