,MSN,StateCode,Year,Data,Parts
583693,Geothermal,KS,2007,630.0,0
583694,Geothermal,KS,2008,689.0,0
583695,Geothermal,KS,2009,803.0,0
583696,Geothermal,KS,2010,906.0,0
583697,Geothermal,KS,2011,1005.0,0
583698,Geothermal,KS,2012,974.0,0
583699,Geothermal,KS,2013,974.0,0
583700,Geothermal,KS,2014,974.0,0
583701,Geothermal,KS,2015,974.0,0
583702,Geothermal,KS,2016,974.0,0
583703,Geothermal,KS,2017,974.0,0
583704,Geothermal,KS,2018,974.0,0
583705,Geothermal,KS,2019,974.0,0
583746,Geothermal,KY,2000,597.0,0
583747,Geothermal,KY,2001,672.0,0
583748,Geothermal,KY,2002,733.0,0
583749,Geothermal,KY,2003,971.0,0
583750,Geothermal,KY,2004,1071.0,0
583751,Geothermal,KY,2005,1238.0,0
583752,Geothermal,KY,2006,1391.0,0
583753,Geothermal,KY,2007,1608.0,0
583754,Geothermal,KY,2008,1855.0,0
583755,Geothermal,KY,2009,2258.0,0
583756,Geothermal,KY,2010,2544.0,0
583757,Geothermal,KY,2011,2700.0,0
583758,Geothermal,KY,2012,2712.0,0
583759,Geothermal,KY,2013,2712.0,0
583760,Geothermal,KY,2014,2712.0,0
583761,Geothermal,KY,2015,2712.0,0
583762,Geothermal,KY,2016,2712.0,0
583763,Geothermal,KY,2017,2712.0,0
583764,Geothermal,KY,2018,2712.0,0
583765,Geothermal,KY,2019,2712.0,0
583806,Geothermal,LA,2000,451.0,0
583807,Geothermal,LA,2001,502.0,0
583808,Geothermal,LA,2002,544.0,0
583809,Geothermal,LA,2003,700.0,0
583810,Geothermal,LA,2004,778.0,0
583811,Geothermal,LA,2005,902.0,0
583812,Geothermal,LA,2006,996.0,0
583813,Geothermal,LA,2007,1125.0,0
583814,Geothermal,LA,2008,1279.0,0
583815,Geothermal,LA,2009,1520.0,0
583816,Geothermal,LA,2010,1708.0,0
583817,Geothermal,LA,2011,1891.0,0
583818,Geothermal,LA,2012,1842.0,0
583819,Geothermal,LA,2013,1842.0,0
583820,Geothermal,LA,2014,1842.0,0
583821,Geothermal,LA,2015,1842.0,0
583822,Geothermal,LA,2016,1842.0,0
583823,Geothermal,LA,2017,1842.0,0
583824,Geothermal,LA,2018,1842.0,0
583825,Geothermal,LA,2019,1842.0,0
583866,Geothermal,MA,2000,226.0,0
583867,Geothermal,MA,2001,240.0,0
583868,Geothermal,MA,2002,261.0,0
583869,Geothermal,MA,2003,356.0,0
583870,Geothermal,MA,2004,403.0,0
583871,Geothermal,MA,2005,472.0,0
583872,Geothermal,MA,2006,505.0,0
583873,Geothermal,MA,2007,540.0,0
583874,Geothermal,MA,2008,585.0,0
583875,Geothermal,MA,2009,677.0,0
583876,Geothermal,MA,2010,764.0,0
583877,Geothermal,MA,2011,962.0,0
583878,Geothermal,MA,2012,859.0,0
583879,Geothermal,MA,2013,859.0,0
583880,Geothermal,MA,2014,859.0,0
583881,Geothermal,MA,2015,859.0,0
583882,Geothermal,MA,2016,859.0,0
583883,Geothermal,MA,2017,859.0,0
583884,Geothermal,MA,2018,859.0,0
583885,Geothermal,MA,2019,859.0,0
583926,Geothermal,MD,2000,118.0,0
583927,Geothermal,MD,2001,132.0,0
583928,Geothermal,MD,2002,144.0,0
583929,Geothermal,MD,2003,187.0,0
583930,Geothermal,MD,2004,203.0,0
583931,Geothermal,MD,2005,233.0,0
583932,Geothermal,MD,2006,270.0,0
583933,Geothermal,MD,2007,327.0,0
583934,Geothermal,MD,2008,390.0,0
583935,Geothermal,MD,2009,486.0,0
583936,Geothermal,MD,2010,548.0,0
583937,Geothermal,MD,2011,532.0,0
583938,Geothermal,MD,2012,570.0,0
583939,Geothermal,MD,2013,570.0,0
583940,Geothermal,MD,2014,570.0,0
583941,Geothermal,MD,2015,570.0,0
583942,Geothermal,MD,2016,570.0,0
583943,Geothermal,MD,2017,570.0,0
583944,Geothermal,MD,2018,570.0,0
583945,Geothermal,MD,2019,570.0,0
583986,Geothermal,ME,2000,5.0,0
583987,Geothermal,ME,2001,6.0,0
583988,Geothermal,ME,2002,7.0,0
583989,Geothermal,ME,2003,9.0,0
583990,Geothermal,ME,2004,10.0,0
583991,Geothermal,ME,2005,11.0,0
583992,Geothermal,ME,2006,13.0,0
583993,Geothermal,ME,2007,16.0,0
583994,Geothermal,ME,2008,49.0,0
583995,Geothermal,ME,2009,61.0,0
583996,Geothermal,ME,2010,70.0,0
583997,Geothermal,ME,2011,68.0,0
583998,Geothermal,ME,2012,72.0,0
583999,Geothermal,ME,2013,72.0,0
584000,Geothermal,ME,2014,72.0,0
584001,Geothermal,ME,2015,72.0,0
584002,Geothermal,ME,2016,72.0,0
584003,Geothermal,ME,2017,72.0,0
584004,Geothermal,ME,2018,72.0,0
584005,Geothermal,ME,2019,72.0,0
584046,Geothermal,MI,2000,1154.0,0
584047,Geothermal,MI,2001,1241.0,0
584048,Geothermal,MI,2002,1352.0,0
584049,Geothermal,MI,2003,1776.0,0
584050,Geothermal,MI,2004,1945.0,0
584051,Geothermal,MI,2005,2237.0,0
584052,Geothermal,MI,2006,2552.0,0
584053,Geothermal,MI,2007,3014.0,0
584054,Geothermal,MI,2008,3530.0,0
584055,Geothermal,MI,2009,4347.0,0
584056,Geothermal,MI,2010,4898.0,0
584057,Geothermal,MI,2011,5088.0,0
584058,Geothermal,MI,2012,5193.0,0
584059,Geothermal,MI,2013,5193.0,0
584060,Geothermal,MI,2014,5193.0,0
584061,Geothermal,MI,2015,5193.0,0
584062,Geothermal,MI,2016,5193.0,0
584063,Geothermal,MI,2017,5193.0,0
584064,Geothermal,MI,2018,5193.0,0
584065,Geothermal,MI,2019,5193.0,0
584106,Geothermal,MN,2000,235.0,0
584107,Geothermal,MN,2001,250.0,0
584108,Geothermal,MN,2002,272.0,0
584109,Geothermal,MN,2003,354.0,0
584110,Geothermal,MN,2004,384.0,0
584111,Geothermal,MN,2005,440.0,0
584112,Geothermal,MN,2006,510.0,0
584113,Geothermal,MN,2007,617.0,0
584114,Geothermal,MN,2008,736.0,0
584115,Geothermal,MN,2009,918.0,0
584116,Geothermal,MN,2010,1035.0,0
584117,Geothermal,MN,2011,1003.0,0
584118,Geothermal,MN,2012,1075.0,0
584119,Geothermal,MN,2013,1075.0,0
584120,Geothermal,MN,2014,1075.0,0
584121,Geothermal,MN,2015,1075.0,0
584122,Geothermal,MN,2016,1075.0,0
584123,Geothermal,MN,2017,1075.0,0
584124,Geothermal,MN,2018,1075.0,0
584125,Geothermal,MN,2019,1075.0,0
584166,Geothermal,MO,2000,74.0,0
584167,Geothermal,MO,2001,82.0,0
584168,Geothermal,MO,2002,89.0,0
584169,Geothermal,MO,2003,116.0,0
584170,Geothermal,MO,2004,126.0,0
584171,Geothermal,MO,2005,144.0,0
584172,Geothermal,MO,2006,167.0,0
584173,Geothermal,MO,2007,202.0,0
584174,Geothermal,MO,2008,241.0,0
584175,Geothermal,MO,2009,301.0,0
584176,Geothermal,MO,2010,339.0,0
584177,Geothermal,MO,2011,329.0,0
584178,Geothermal,MO,2012,352.0,0
584179,Geothermal,MO,2013,352.0,0
584180,Geothermal,MO,2014,352.0,0
584181,Geothermal,MO,2015,352.0,0
584182,Geothermal,MO,2016,352.0,0
584183,Geothermal,MO,2017,352.0,0
584184,Geothermal,MO,2018,352.0,0
584185,Geothermal,MO,2019,352.0,0
584226,Geothermal,MS,2000,264.0,0
584227,Geothermal,MS,2001,299.0,0
584228,Geothermal,MS,2002,322.0,0
584229,Geothermal,MS,2003,412.0,0
584230,Geothermal,MS,2004,466.0,0
584231,Geothermal,MS,2005,545.0,0
584232,Geothermal,MS,2006,581.0,0
584233,Geothermal,MS,2007,619.0,0
584234,Geothermal,MS,2008,674.0,0
584235,Geothermal,MS,2009,763.0,0
584236,Geothermal,MS,2010,855.0,0
584237,Geothermal,MS,2011,1074.0,0
584238,Geothermal,MS,2012,958.0,0
584239,Geothermal,MS,2013,958.0,0
584240,Geothermal,MS,2014,958.0,0
584241,Geothermal,MS,2015,958.0,0
584242,Geothermal,MS,2016,958.0,0
584243,Geothermal,MS,2017,958.0,0
584244,Geothermal,MS,2018,958.0,0
584245,Geothermal,MS,2019,958.0,0
584286,Geothermal,MT,2000,282.0,0
584287,Geothermal,MT,2001,282.0,0
584288,Geothermal,MT,2002,282.0,0
584289,Geothermal,MT,2003,274.0,0
584290,Geothermal,MT,2004,278.0,0
584291,Geothermal,MT,2005,291.0,0
584292,Geothermal,MT,2006,281.0,0
584293,Geothermal,MT,2007,277.0,0
584294,Geothermal,MT,2008,265.0,0
584295,Geothermal,MT,2009,275.0,0
584296,Geothermal,MT,2010,279.0,0
584297,Geothermal,MT,2011,403.0,0
584298,Geothermal,MT,2012,337.0,0
584299,Geothermal,MT,2013,337.0,0
584300,Geothermal,MT,2014,337.0,0
584301,Geothermal,MT,2015,337.0,0
584302,Geothermal,MT,2016,337.0,0
584303,Geothermal,MT,2017,337.0,0
584304,Geothermal,MT,2018,337.0,0
584305,Geothermal,MT,2019,337.0,0
584346,Geothermal,NC,2000,200.0,0
584347,Geothermal,NC,2001,225.0,0
584348,Geothermal,NC,2002,245.0,0
584349,Geothermal,NC,2003,319.0,0
584350,Geothermal,NC,2004,346.0,0
584351,Geothermal,NC,2005,396.0,0
584352,Geothermal,NC,2006,459.0,0
584353,Geothermal,NC,2007,556.0,0
584354,Geothermal,NC,2008,663.0,0
584355,Geothermal,NC,2009,826.0,0
584356,Geothermal,NC,2010,931.0,0
584357,Geothermal,NC,2011,903.0,0
584358,Geothermal,NC,2012,967.0,0
584359,Geothermal,NC,2013,967.0,0
584360,Geothermal,NC,2014,967.0,0
584361,Geothermal,NC,2015,967.0,0
584362,Geothermal,NC,2016,967.0,0
584363,Geothermal,NC,2017,967.0,0
584364,Geothermal,NC,2018,967.0,0
584365,Geothermal,NC,2019,967.0,0
584406,Geothermal,ND,2000,225.0,0
584407,Geothermal,ND,2001,250.0,0
584408,Geothermal,ND,2002,272.0,0
584409,Geothermal,ND,2003,363.0,0
584410,Geothermal,ND,2004,403.0,0
584411,Geothermal,ND,2005,467.0,0
584412,Geothermal,ND,2006,519.0,0
584413,Geothermal,ND,2007,588.0,0
584414,Geothermal,ND,2008,668.0,0
584415,Geothermal,ND,2009,804.0,0
584416,Geothermal,ND,2010,906.0,0
584417,Geothermal,ND,2011,1001.0,0
584418,Geothermal,ND,2012,978.0,0
584419,Geothermal,ND,2013,978.0,0
584420,Geothermal,ND,2014,978.0,0
584421,Geothermal,ND,2015,978.0,0
584422,Geothermal,ND,2016,978.0,0
584423,Geothermal,ND,2017,978.0,0
584424,Geothermal,ND,2018,978.0,0
584425,Geothermal,ND,2019,978.0,0
584466,Geothermal,NE,2000,320.0,0
584467,Geothermal,NE,2001,353.0,0
584468,Geothermal,NE,2002,378.0,0
584469,Geothermal,NE,2003,512.0,0
584470,Geothermal,NE,2004,575.0,0
584471,Geothermal,NE,2005,671.0,0
584472,Geothermal,NE,2006,728.0,0
584473,Geothermal,NE,2007,795.0,0
584474,Geothermal,NE,2008,876.0,0
584475,Geothermal,NE,2009,1021.0,0
584476,Geothermal,NE,2010,1151.0,0
584477,Geothermal,NE,2011,1195.0,0
584478,Geothermal,NE,2012,1212.0,0
584479,Geothermal,NE,2013,1212.0,0
584480,Geothermal,NE,2014,1212.0,0
584481,Geothermal,NE,2015,1212.0,0
584482,Geothermal,NE,2016,1212.0,0
584483,Geothermal,NE,2017,1212.0,0
584484,Geothermal,NE,2018,1212.0,0
584485,Geothermal,NE,2019,1212.0,0
584526,Geothermal,NH,2000,5.0,0
584527,Geothermal,NH,2001,6.0,0
584528,Geothermal,NH,2002,7.0,0
584529,Geothermal,NH,2003,9.0,0
584530,Geothermal,NH,2004,10.0,0
584531,Geothermal,NH,2005,11.0,0
584532,Geothermal,NH,2006,13.0,0
584533,Geothermal,NH,2007,16.0,0
584534,Geothermal,NH,2008,20.0,0
584535,Geothermal,NH,2009,25.0,0
584536,Geothermal,NH,2010,28.0,0
584537,Geothermal,NH,2011,27.0,0
584538,Geothermal,NH,2012,29.0,0
584539,Geothermal,NH,2013,29.0,0
584540,Geothermal,NH,2014,29.0,0
584541,Geothermal,NH,2015,29.0,0
584542,Geothermal,NH,2016,29.0,0
584543,Geothermal,NH,2017,29.0,0
584544,Geothermal,NH,2018,29.0,0
584545,Geothermal,NH,2019,29.0,0
584586,Geothermal,NJ,2000,102.0,0
584587,Geothermal,NJ,2001,108.0,0
584588,Geothermal,NJ,2002,118.0,0
584589,Geothermal,NJ,2003,153.0,0
584590,Geothermal,NJ,2004,167.0,0
584591,Geothermal,NJ,2005,191.0,0
584592,Geothermal,NJ,2006,221.0,0
584593,Geothermal,NJ,2007,268.0,0
584594,Geothermal,NJ,2008,319.0,0
584595,Geothermal,NJ,2009,398.0,0
584596,Geothermal,NJ,2010,448.0,0
584597,Geothermal,NJ,2011,435.0,0
584598,Geothermal,NJ,2012,466.0,0
584599,Geothermal,NJ,2013,466.0,0
584600,Geothermal,NJ,2014,466.0,0
584601,Geothermal,NJ,2015,466.0,0
584602,Geothermal,NJ,2016,466.0,0
584603,Geothermal,NJ,2017,466.0,0
584604,Geothermal,NJ,2018,466.0,0
584605,Geothermal,NJ,2019,466.0,0
584646,Geothermal,NM,2000,688.0,0
584647,Geothermal,NM,2001,738.0,0
584648,Geothermal,NM,2002,748.0,0
584649,Geothermal,NM,2003,563.0,0
584650,Geothermal,NM,2004,618.0,0
584651,Geothermal,NM,2005,690.0,0
584652,Geothermal,NM,2006,697.0,0
584653,Geothermal,NM,2007,732.0,0
584654,Geothermal,NM,2008,348.0,0
584655,Geothermal,NM,2009,317.0,0
584656,Geothermal,NM,2010,324.0,0
584657,Geothermal,NM,2011,442.0,0
584658,Geothermal,NM,2012,368.0,0
584659,Geothermal,NM,2013,368.0,0
584660,Geothermal,NM,2014,451.0,0
584661,Geothermal,NM,2015,458.0,0
584662,Geothermal,NM,2016,499.0,0
584663,Geothermal,NM,2017,487.0,0
584664,Geothermal,NM,2018,487.0,0
584665,Geothermal,NM,2019,885.0,0
584706,Geothermal,NV,2000,15106.0,0
584707,Geothermal,NV,2001,13566.0,0
584708,Geothermal,NV,2002,12646.0,0
584709,Geothermal,NV,2003,11926.0,0
584710,Geothermal,NV,2004,14183.0,0
584711,Geothermal,NV,2005,13910.0,0
584712,Geothermal,NV,2006,14606.0,0
584713,Geothermal,NV,2007,13682.0,0
584714,Geothermal,NV,2008,14997.0,0
584715,Geothermal,NV,2009,17323.0,0
584716,Geothermal,NV,2010,21631.0,0
584717,Geothermal,NV,2011,22419.0,0
584718,Geothermal,NV,2012,23886.0,0
584719,Geothermal,NV,2013,27022.0,0
584720,Geothermal,NV,2014,27499.0,0
584721,Geothermal,NV,2015,30535.0,0
584722,Geothermal,NV,2016,32506.0,0
584723,Geothermal,NV,2017,31876.0,0
584724,Geothermal,NV,2018,33066.0,0
584725,Geothermal,NV,2019,36359.0,0
584766,Geothermal,NY,2000,310.0,0
584767,Geothermal,NY,2001,328.0,0
584768,Geothermal,NY,2002,358.0,0
584769,Geothermal,NY,2003,481.0,0
584770,Geothermal,NY,2004,538.0,0
584771,Geothermal,NY,2005,627.0,0
584772,Geothermal,NY,2006,678.0,0
584773,Geothermal,NY,2007,739.0,0
584774,Geothermal,NY,2008,812.0,0
584775,Geothermal,NY,2009,950.0,0
584776,Geothermal,NY,2010,1070.0,0
584777,Geothermal,NY,2011,1283.0,0
584778,Geothermal,NY,2012,1185.0,0
584779,Geothermal,NY,2013,1185.0,0
584780,Geothermal,NY,2014,1185.0,0
584781,Geothermal,NY,2015,1185.0,0
584782,Geothermal,NY,2016,1185.0,0
584783,Geothermal,NY,2017,1185.0,0
584784,Geothermal,NY,2018,1185.0,0
584785,Geothermal,NY,2019,1185.0,0
584826,Geothermal,OH,2000,778.0,0
584827,Geothermal,OH,2001,840.0,0
584828,Geothermal,OH,2002,915.0,0
584829,Geothermal,OH,2003,1207.0,0
584830,Geothermal,OH,2004,1328.0,0
584831,Geothermal,OH,2005,1531.0,0
584832,Geothermal,OH,2006,1732.0,0
584833,Geothermal,OH,2007,2022.0,0
584834,Geothermal,OH,2008,2350.0,0
584835,Geothermal,OH,2009,2875.0,0
584836,Geothermal,OH,2010,3241.0,0
584837,Geothermal,OH,2011,3372.0,0
584838,Geothermal,OH,2012,3435.0,0
584839,Geothermal,OH,2013,3435.0,0
584840,Geothermal,OH,2014,3435.0,0
584841,Geothermal,OH,2015,3435.0,0
584842,Geothermal,OH,2016,3435.0,0
584843,Geothermal,OH,2017,3435.0,0
584844,Geothermal,OH,2018,3435.0,0
584845,Geothermal,OH,2019,3435.0,0
584886,Geothermal,OK,2000,2.0,0
584887,Geothermal,OK,2001,5.0,0
584888,Geothermal,OK,2002,6.0,0
584889,Geothermal,OK,2003,8.0,0
584890,Geothermal,OK,2004,8.0,0
584891,Geothermal,OK,2005,10.0,0
584892,Geothermal,OK,2006,11.0,0
584893,Geothermal,OK,2007,14.0,0
584894,Geothermal,OK,2008,17.0,0
584895,Geothermal,OK,2009,21.0,0
584896,Geothermal,OK,2010,23.0,0
584897,Geothermal,OK,2011,23.0,0
584898,Geothermal,OK,2012,24.0,0
584899,Geothermal,OK,2013,24.0,0
584900,Geothermal,OK,2014,24.0,0
584901,Geothermal,OK,2015,24.0,0
584902,Geothermal,OK,2016,24.0,0
584903,Geothermal,OK,2017,24.0,0
584904,Geothermal,OK,2018,24.0,0
584905,Geothermal,OK,2019,24.0,0
584946,Geothermal,OR,2000,763.0,0
584947,Geothermal,OR,2001,861.0,0
584948,Geothermal,OR,2002,886.0,0
584949,Geothermal,OR,2003,901.0,0
584950,Geothermal,OR,2004,930.0,0
584951,Geothermal,OR,2005,997.0,0
584952,Geothermal,OR,2006,994.0,0
584953,Geothermal,OR,2007,1012.0,0
584954,Geothermal,OR,2008,1005.0,0
584955,Geothermal,OR,2009,1061.0,0
584956,Geothermal,OR,2010,1114.0,0
584957,Geothermal,OR,2011,1286.0,0
584958,Geothermal,OR,2012,1476.0,0
584959,Geothermal,OR,2013,2803.0,0
584960,Geothermal,OR,2014,2977.0,0
584961,Geothermal,OR,2015,2898.0,0
584962,Geothermal,OR,2016,2928.0,0
584963,Geothermal,OR,2017,2839.0,0
584964,Geothermal,OR,2018,2837.0,0
584965,Geothermal,OR,2019,2884.0,0
585006,Geothermal,PA,2000,511.0,0
585007,Geothermal,PA,2001,544.0,0
585008,Geothermal,PA,2002,593.0,0
585009,Geothermal,PA,2003,788.0,0
585010,Geothermal,PA,2004,872.0,0
585011,Geothermal,PA,2005,1009.0,0
585012,Geothermal,PA,2006,1128.0,0
585013,Geothermal,PA,2007,1293.0,0
585014,Geothermal,PA,2008,1481.0,0
585015,Geothermal,PA,2009,1790.0,0
585016,Geothermal,PA,2010,2018.0,0
585017,Geothermal,PA,2011,2180.0,0
585018,Geothermal,PA,2012,2162.0,0
585019,Geothermal,PA,2013,2162.0,0
585020,Geothermal,PA,2014,2162.0,0
585021,Geothermal,PA,2015,2162.0,0
585022,Geothermal,PA,2016,2162.0,0
585023,Geothermal,PA,2017,2162.0,0
585024,Geothermal,PA,2018,2162.0,0
585025,Geothermal,PA,2019,2162.0,0
585066,Geothermal,RI,2000,5.0,0
585067,Geothermal,RI,2001,5.0,0
585068,Geothermal,RI,2002,5.0,0
585069,Geothermal,RI,2003,7.0,0
585070,Geothermal,RI,2004,7.0,0
585071,Geothermal,RI,2005,8.0,0
585072,Geothermal,RI,2006,9.0,0
585073,Geothermal,RI,2007,11.0,0
585074,Geothermal,RI,2008,14.0,0
585075,Geothermal,RI,2009,17.0,0
585076,Geothermal,RI,2010,20.0,0
585077,Geothermal,RI,2011,127.0,0
585078,Geothermal,RI,2012,57.0,0
585079,Geothermal,RI,2013,57.0,0
585080,Geothermal,RI,2014,57.0,0
585081,Geothermal,RI,2015,57.0,0
585082,Geothermal,RI,2016,57.0,0
585083,Geothermal,RI,2017,57.0,0
585084,Geothermal,RI,2018,57.0,0
585085,Geothermal,RI,2019,57.0,0
585126,Geothermal,SC,2000,134.0,0
585127,Geothermal,SC,2001,150.0,0
585128,Geothermal,SC,2002,164.0,0
585129,Geothermal,SC,2003,213.0,0
585130,Geothermal,SC,2004,232.0,0
585131,Geothermal,SC,2005,265.0,0
585132,Geothermal,SC,2006,307.0,0
585133,Geothermal,SC,2007,372.0,0
585134,Geothermal,SC,2008,444.0,0
585135,Geothermal,SC,2009,554.0,0
585136,Geothermal,SC,2010,624.0,0
585137,Geothermal,SC,2011,605.0,0
585138,Geothermal,SC,2012,648.0,0
585139,Geothermal,SC,2013,648.0,0
585140,Geothermal,SC,2014,648.0,0
585141,Geothermal,SC,2015,648.0,0
585142,Geothermal,SC,2016,648.0,0
585143,Geothermal,SC,2017,648.0,0
585144,Geothermal,SC,2018,648.0,0
585145,Geothermal,SC,2019,648.0,0
585186,Geothermal,SD,2000,442.0,0
585187,Geothermal,SD,2001,479.0,0
585188,Geothermal,SD,2002,511.0,0
585189,Geothermal,SD,2003,637.0,0
585190,Geothermal,SD,2004,706.0,0
585191,Geothermal,SD,2005,813.0,0
585192,Geothermal,SD,2006,867.0,0
585193,Geothermal,SD,2007,933.0,0
585194,Geothermal,SD,2008,1456.0,0
585195,Geothermal,SD,2009,1576.0,0
585196,Geothermal,SD,2010,1716.0,0
585197,Geothermal,SD,2011,1962.0,0
585198,Geothermal,SD,2012,1868.0,0
585199,Geothermal,SD,2013,1868.0,0
585200,Geothermal,SD,2014,1868.0,0
585201,Geothermal,SD,2015,1868.0,0
585202,Geothermal,SD,2016,1868.0,0
585203,Geothermal,SD,2017,1868.0,0
585204,Geothermal,SD,2018,1868.0,0
585205,Geothermal,SD,2019,1868.0,0
585246,Geothermal,TN,2000,43.0,0
585247,Geothermal,TN,2001,50.0,0
585248,Geothermal,TN,2002,54.0,0
585249,Geothermal,TN,2003,70.0,0
585250,Geothermal,TN,2004,76.0,0
585251,Geothermal,TN,2005,87.0,0
585252,Geothermal,TN,2006,101.0,0
585253,Geothermal,TN,2007,123.0,0
585254,Geothermal,TN,2008,146.0,0
585255,Geothermal,TN,2009,182.0,0
585256,Geothermal,TN,2010,205.0,0
585257,Geothermal,TN,2011,199.0,0
585258,Geothermal,TN,2012,213.0,0
585259,Geothermal,TN,2013,213.0,0
585260,Geothermal,TN,2014,213.0,0
585261,Geothermal,TN,2015,213.0,0
585262,Geothermal,TN,2016,213.0,0
585263,Geothermal,TN,2017,213.0,0
585264,Geothermal,TN,2018,213.0,0
585265,Geothermal,TN,2019,213.0,0
585306,Geothermal,TX,2000,562.0,0
585307,Geothermal,TX,2001,639.0,0
585308,Geothermal,TX,2002,694.0,0
585309,Geothermal,TX,2003,914.0,0
585310,Geothermal,TX,2004,1007.0,0
585311,Geothermal,TX,2005,1161.0,0
585312,Geothermal,TX,2006,1296.0,0
585313,Geothermal,TX,2007,1486.0,0
585314,Geothermal,TX,2008,1699.0,0
585315,Geothermal,TX,2009,2057.0,0
585316,Geothermal,TX,2010,2316.0,0
585317,Geothermal,TX,2011,2488.0,0
585318,Geothermal,TX,2012,2478.0,0
585319,Geothermal,TX,2013,2478.0,0
585320,Geothermal,TX,2014,2478.0,0
585321,Geothermal,TX,2015,2478.0,0
585322,Geothermal,TX,2016,2478.0,0
585323,Geothermal,TX,2017,2478.0,0
585324,Geothermal,TX,2018,2478.0,0
585325,Geothermal,TX,2019,2478.0,0
585366,Geothermal,US,2000,164399.0,0
585367,Geothermal,US,2001,164460.0,0
585368,Geothermal,US,2002,171164.0,0
585369,Geothermal,US,2003,173445.0,0
585370,Geothermal,US,2004,178147.0,0
585371,Geothermal,US,2005,180703.0,0
585372,Geothermal,US,2006,181200.0,0
585373,Geothermal,US,2007,185774.0,0
585374,Geothermal,US,2008,192433.0,0
585375,Geothermal,US,2009,200185.0,0
585376,Geothermal,US,2010,207979.0,0
585377,Geothermal,US,2011,212311.0,0
585378,Geothermal,US,2012,211592.0,0
585379,Geothermal,US,2013,214006.0,0
585380,Geothermal,US,2014,214490.0,0
585381,Geothermal,US,2015,211836.0,0
585382,Geothermal,US,2016,209604.0,0
585383,Geothermal,US,2017,210233.0,0
585384,Geothermal,US,2018,208865.0,0
585385,Geothermal,US,2019,201285.0,0
585426,Geothermal,UT,2000,2088.0,0
585427,Geothermal,UT,2001,2165.0,0
585428,Geothermal,UT,2002,2815.0,0
585429,Geothermal,UT,2003,2539.0,0
585430,Geothermal,UT,2004,2534.0,0
585431,Geothermal,UT,2005,2503.0,0
585432,Geothermal,UT,2006,2562.0,0
585433,Geothermal,UT,2007,2325.0,0
585434,Geothermal,UT,2008,3294.0,0
585435,Geothermal,UT,2009,3490.0,0
585436,Geothermal,UT,2010,3449.0,0
585437,Geothermal,UT,2011,4027.0,0
585438,Geothermal,UT,2012,3993.0,0
585439,Geothermal,UT,2013,3851.0,0
585440,Geothermal,UT,2014,5769.0,0
585441,Geothermal,UT,2015,4811.0,0
585442,Geothermal,UT,2016,5287.0,0
585443,Geothermal,UT,2017,5239.0,0
585444,Geothermal,UT,2018,4866.0,0
585445,Geothermal,UT,2019,3572.0,0
585486,Geothermal,VA,2000,384.0,0
585487,Geothermal,VA,2001,442.0,0
585488,Geothermal,VA,2002,481.0,0
585489,Geothermal,VA,2003,643.0,0
585490,Geothermal,VA,2004,715.0,0
585491,Geothermal,VA,2005,830.0,0
585492,Geothermal,VA,2006,917.0,0
585493,Geothermal,VA,2007,1031.0,0
585494,Geothermal,VA,2008,1163.0,0
585495,Geothermal,VA,2009,1392.0,0
585496,Geothermal,VA,2010,1569.0,0
585497,Geothermal,VA,2011,1764.0,0
585498,Geothermal,VA,2012,1701.0,0
585499,Geothermal,VA,2013,1701.0,0
585500,Geothermal,VA,2014,1701.0,0
585501,Geothermal,VA,2015,1701.0,0
585502,Geothermal,VA,2016,1701.0,0
585503,Geothermal,VA,2017,1701.0,0
585504,Geothermal,VA,2018,1701.0,0
585505,Geothermal,VA,2019,1701.0,0
585546,Geothermal,VT,2000,5.0,0
585547,Geothermal,VT,2001,6.0,0
585548,Geothermal,VT,2002,6.0,0
585549,Geothermal,VT,2003,8.0,0
585550,Geothermal,VT,2004,8.0,0
585551,Geothermal,VT,2005,10.0,0
585552,Geothermal,VT,2006,11.0,0
585553,Geothermal,VT,2007,14.0,0
585554,Geothermal,VT,2008,20.0,0
585555,Geothermal,VT,2009,25.0,0
585556,Geothermal,VT,2010,28.0,0
585557,Geothermal,VT,2011,27.0,0
585558,Geothermal,VT,2012,29.0,0
585559,Geothermal,VT,2013,29.0,0
585560,Geothermal,VT,2014,29.0,0
585561,Geothermal,VT,2015,29.0,0
585562,Geothermal,VT,2016,29.0,0
585563,Geothermal,VT,2017,29.0,0
585564,Geothermal,VT,2018,29.0,0
585565,Geothermal,VT,2019,29.0,0
585606,Geothermal,WA,2000,341.0,0
585607,Geothermal,WA,2001,343.0,0
585608,Geothermal,WA,2002,370.0,0
585609,Geothermal,WA,2003,494.0,0
585610,Geothermal,WA,2004,553.0,0
585611,Geothermal,WA,2005,642.0,0
585612,Geothermal,WA,2006,683.0,0
585613,Geothermal,WA,2007,728.0,0
585614,Geothermal,WA,2008,788.0,0
585615,Geothermal,WA,2009,902.0,0
585616,Geothermal,WA,2010,1013.0,0
585617,Geothermal,WA,2011,1262.0,0
585618,Geothermal,WA,2012,1136.0,0
585619,Geothermal,WA,2013,1136.0,0
585620,Geothermal,WA,2014,1136.0,0
585621,Geothermal,WA,2015,1136.0,0
585622,Geothermal,WA,2016,1136.0,0
585623,Geothermal,WA,2017,1136.0,0
585624,Geothermal,WA,2018,1136.0,0
585625,Geothermal,WA,2019,1136.0,0
585666,Geothermal,WI,2000,129.0,0
