iso_code,country,year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_cons_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,gdp,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,population,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
MDA,Moldova,2016,,,,,2.459,0.01,0.181,,653.986,,,,,755.039,3.07,,0.0,0.0,0.0,55.616,,5.52,5.52,-0.063,-0.024,9358.226,1.778,,,1298.569,5.28,,,95.652,,,,,543.53,2.21,,,,,,40.036,,21399024088.0,3.61,,,,56.566,0.23,,4.167,,,,,59.026,0.24,,4.348,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.01,0.0,,,2.459,0.0,,0.181,0.0,,1357.595,4066013.0,38.051,,,,59.026,0.24,,4.348,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
MDG,Madagascar,2016,,,,,0.0,0.0,0.0,,410.891,,,,,10.444,0.26,,0.0,0.0,0.0,12.871,,2.02,2.02,4.838,0.814,708.242,0.523,,,44.99,1.12,,,55.446,,,,,0.0,0.0,,,,,,0.0,,33738278825.0,0.83,,,,35.349,0.88,,43.564,,,,,36.153,0.9,,44.554,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,34.546,0.86,,,,,,42.574,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,81.143,24894370.0,17.631,,,,36.153,0.9,,44.554,,,,,0.803,0.02,,0.99,,,,,0.0,0.0,,0.0,
MDV,Maldives,2016,,,,,0.0,0.0,0.0,,700.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.6,0.6,5.943,0.391,14662.564,,,,1261.816,0.6,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.42,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1261.816,0.6,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1261.816,475505.0,6.972,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
MEX,Mexico,2016,5.967,0.117,16.786,2.07,56.838,7.01,2.309,0.096,451.788,-2.043,-3.017,1172.703,144.633,257.432,31.75,-11.652,-9.312,572.444,70.601,10.456,6.687,303.92,303.66,1.266,27.03,17537.305,1.124,1.357,26.923,1943.107,239.65,16309.441,2011.499,78.921,92.998,2.782,22.471,830.3,1435.216,177.01,6732.168,-8.959,-42.955,3539.303,436.514,58.292,38.388,1923887251802.0,137.19,-1.217,-0.951,77.198,241.135,29.74,625.926,9.794,3.569,0.071,0.107,151.438,519.0,64.01,1227.878,21.079,7.002,0.26,0.086,-9.264,-2.713,26.574,83.27,10.27,215.467,3.382,1.229,0.726,7.469,1036.563,250.459,30.89,8404.571,-4.834,-71.693,11443.025,1411.307,10.173,47.924,19.136,13.16,6.15,-0.89,-0.172,106.703,49.865,155.155,4.334,2.025,0.885,2462.107,123333384.0,2162.935,2.311,2.82,124.864,435.73,53.74,1012.411,17.697,5.773,-29.308,-0.15,0.362,3.73,0.46,2.932,0.151,0.017,17.971,3.976,26.099,84.162,10.38,211.612,3.418,1.207
MKD,North Macedonia,2016,,,,,19.224,0.04,0.71,,493.783,-9.811,-1.108,4896.457,10.188,1388.925,2.89,-14.935,-1.603,4389.076,9.133,51.332,33.696,7.66,5.63,3.755,1.094,14531.437,1.133,4.301,1.032,1710.925,3.56,12033.395,25.038,63.233,82.809,57.251,0.745,2.047,273.94,0.57,983.943,,,,,10.124,6.771,26681432020.0,2.78,1.122,0.053,4.771,913.134,1.9,2293.136,33.748,15.781,1.26,0.065,5.197,994.836,2.07,2497.651,36.767,17.188,2.03,26.501,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.232,1.395,12.803,48.06,0.1,6152.995,,,,,1.776,42.343,0.091,0.04,0.0,77.159,0.039,19.224,0.0,43.55,0.71,0.0,0.3,2705.76,2080746.0,30.236,1.26,0.065,5.197,994.836,2.07,2497.651,36.767,17.188,4.247,0.002,0.06,9.612,0.02,28.644,0.355,0.197,-9.88,-0.03,0.275,52.866,0.11,132.321,1.954,0.911
MLI,Mali,2016,,,,,6.123,0.11,3.971,,314.079,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.25,2.77,26.411,4.558,1214.296,0.876,,,64.012,1.15,,,41.516,,,,,0.0,0.0,,,,,,0.0,,24912133836.0,0.87,,,,82.38,1.48,,53.43,,,,,90.173,1.62,,58.484,,-0.52,-23.111,,,,0.0,0.0,,0.0,,,,,64.012,1.15,,,,,,41.516,,,0.11,0.0,,,6.123,0.0,,3.971,0.0,,154.185,17965448.0,21.815,,,,90.173,1.62,,58.484,,,,,1.67,0.03,,1.083,,,,,0.0,0.0,,0.0,
MLT,Malta,2016,,,,,22.931,0.01,1.163,,593.023,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.39,0.86,11.155,3.266,74633.607,2.384,,,1651.001,0.72,,,83.721,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,13651020589.0,0.51,,,,0.0,0.0,,0.0,,,,,321.028,0.14,,16.279,,1.53,64.017,,,,0.0,0.0,,0.0,,,,,1651.001,0.72,,,0.0,0.0,0.0,83.721,,,0.01,0.0,,,22.931,0.0,,1.163,0.0,,1972.029,436099.0,32.548,,,,321.028,0.14,,16.279,,,,,298.097,0.13,,15.116,,,,,0.0,0.0,,0.0,
MMR,Myanmar,2016,,,,,5.279,0.28,1.618,,246.101,,,,,13.008,0.69,-0.246,-0.007,51.895,2.753,3.986,,14.93,17.31,15.046,16.891,2434.732,0.458,,,138.938,7.37,,,42.577,,,,,114.054,6.05,,-4.874,-9.366,3446.132,182.801,34.951,,282251803757.0,4.26,,,,181.92,9.65,,55.748,,,,,187.387,9.94,,57.423,,-2.38,-15.941,,,,0.0,0.0,,0.0,,,,,11.877,0.63,,0.274,0.027,184.521,9.788,3.64,,,0.28,0.0,,,5.279,0.0,,1.618,0.0,,326.325,53045200.0,129.151,,,,187.387,9.94,,57.423,,,,,0.189,0.01,,0.058,,,,,0.0,0.0,,0.0,
MNE,Montenegro,2016,,,,,0.0,0.0,0.0,,353.503,,,,,2072.469,1.3,-21.151,-1.011,6007.175,3.768,41.401,,3.44,3.14,-0.143,-0.019,21211.798,1.213,,,2072.469,1.3,,,41.401,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,10966155625.0,1.11,,,,2933.341,1.84,,58.599,,,,,2933.341,1.84,,58.599,,0.3,8.721,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,5005.811,627271.0,13.306,,,,2933.341,1.84,,58.599,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
MNG,Mongolia,2016,,,,,0.0,0.0,0.0,,782.364,,,,,1665.381,5.09,45.351,57.946,60764.607,185.718,95.497,,6.74,5.33,4.876,2.774,19518.576,1.592,,,1665.381,5.09,,,95.497,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,37463160000.0,4.17,,,,26.175,0.08,,1.501,,,,,78.525,0.24,,4.503,,1.41,20.92,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,1.354,0.202,4945.521,15.115,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1743.906,3056358.0,59.656,,,,78.525,0.24,,4.503,,,,,3.272,0.01,,0.188,,,,,49.078,0.15,,2.814,
MNP,Northern Mariana Islands,2016,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56187.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,2016,,,,,11.139,0.31,1.672,,128.91,,,,,0.0,0.0,-8.305,-4.492,1782.202,49.599,0.0,,16.76,18.54,1.873,1.591,3108.962,3.152,,,99.892,2.78,,,14.995,,,,,0.0,0.0,,1.668,1.09,2387.941,66.456,0.0,,27447091301.0,2.39,,,,555.158,15.45,,83.333,,,,,566.297,15.76,,85.005,,-1.78,-10.621,,,,0.0,0.0,,0.0,,,,,99.892,2.78,,,0.0,0.0,0.0,14.995,,,0.31,0.0,,,11.139,0.0,,1.672,0.0,,666.189,27829930.0,86.522,,,,566.297,15.76,,85.005,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
MRT,Mauritania,2016,,,,,0.0,0.0,0.0,,528.926,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.21,1.21,-7.107,-0.816,2561.179,0.851,,,220.966,0.92,,,76.033,,,,,0.0,0.0,,,,,,0.0,,12527539000.0,0.64,,,,31.223,0.13,,10.744,,,,,69.652,0.29,,23.967,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,220.966,0.92,,,,,,76.033,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,290.619,4163532.0,10.664,,,,69.652,0.29,,23.967,,,,,14.411,0.06,,4.959,,,,,24.018,0.1,,8.264,
MSR,Montserrat,2016,,,,,0.0,0.0,0.0,,500.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.02,0.02,-42.953,-0.103,27508.27,,,,4017.678,0.02,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.01,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,4017.678,0.02,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,4017.678,4978.0,0.137,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
MTQ,Martinique,2016,,,,,0.0,0.0,0.0,,701.389,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.44,1.44,0.883,0.083,25289.34,,,,3821.768,1.44,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,1.01,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3821.768,1.44,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3821.768,376789.0,9.529,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
MUS,Mauritius,2016,,,,,293.216,0.37,12.759,,637.931,,,,,594.356,0.75,,0.0,0.0,0.0,25.862,,2.9,2.9,3.957,0.934,19439.962,0.962,,,1886.09,2.38,,,82.069,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,25506042156.0,1.85,,,,79.247,0.1,,3.448,,,,,412.087,0.52,,17.931,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,1291.734,1.63,,,0.0,0.0,0.0,56.207,,,0.37,0.0,,,293.216,0.0,,12.759,0.0,,2298.177,1261870.0,24.531,,,,412.087,0.52,,17.931,,,,,23.774,0.03,,1.034,,,,,15.849,0.02,,0.69,
MWI,Malawi,2016,,,,,4.069,0.07,3.196,,82.192,,,,,0.0,0.0,-27.119,-0.117,18.282,0.315,0.0,,2.19,2.19,5.376,0.518,589.805,0.482,,,8.718,0.15,,,6.849,,,,,0.0,0.0,,,,,,0.0,,21039449660.0,0.18,,,,112.756,1.94,,88.584,,,,,118.568,2.04,,93.151,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,8.718,0.15,,,,,,6.849,,,0.07,0.0,,,4.069,0.0,,3.196,0.0,,127.287,17205254.0,10.148,,,,118.568,2.04,,93.151,,,,,1.744,0.03,,1.37,,,,,0.0,0.0,,0.0,
MYS,Malaysia,2016,,,,,23.139,0.71,0.478,,570.535,7.687,15.551,7099.546,217.847,2119.301,65.03,-7.615,-1.248,493.242,15.135,43.747,18.641,147.99,148.65,5.264,58.44,38084.655,1.673,4.046,43.208,4154.52,127.48,36208.564,1111.047,85.758,95.074,-3.943,-18.468,449.93,1999.045,61.34,14663.036,-0.196,-1.505,24994.737,766.955,41.265,38.501,698530038104.0,84.81,42.958,15.132,50.356,656.68,20.15,1641.089,13.555,4.309,40.281,15.232,53.047,689.921,21.17,1728.782,14.242,4.539,-0.66,-0.446,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.614,46.126,443.27,36.174,1.11,14445.982,3.462,12.96,12622.427,387.315,0.747,37.931,1.911,0.71,0.0,0.6,0.011,23.139,0.0,62.287,0.478,0.0,0.164,4844.441,30684652.0,1168.614,40.281,15.232,53.047,689.921,21.17,1728.782,14.242,4.539,12.881,0.089,0.78,10.103,0.31,25.406,0.209,0.067,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM,Namibia,2016,,,,,0.0,0.0,0.0,,47.619,,,,,16.963,0.04,,0.0,0.0,0.0,2.721,,4.46,1.47,0.224,0.051,9715.666,0.995,,,25.445,0.06,,,4.082,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,23031047570.0,0.07,,,,572.508,1.35,,91.837,,,,,597.953,1.41,,95.918,,2.99,67.04,,,,0.0,0.0,,0.0,,,,,8.482,0.02,,,0.0,0.0,0.0,1.361,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,623.398,2358044.0,22.91,,,,597.953,1.41,,95.918,,,,,25.445,0.06,,4.082,,,,,0.0,0.0,,0.0,
NCL,New Caledonia,2016,,,,,0.0,0.0,0.0,,637.288,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.95,2.95,6.626,1.302,76425.999,,,,9737.773,2.67,,,90.508,,,,,0.0,0.0,,,,,,0.0,,,1.88,,,,838.834,0.23,,7.797,,,,,1021.19,0.28,,9.492,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,9737.773,2.67,,,,,,90.508,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,10758.963,274190.0,20.955,,,,1021.19,0.28,,9.492,,,,,0.0,0.0,,0.0,,,,,182.355,0.05,,1.695,
NER,Niger,2016,,,,,0.0,0.0,0.0,,693.878,,,,,0.0,0.0,13.41,0.195,79.176,1.646,0.0,,1.27,0.49,-6.633,-0.686,464.654,0.53,,,23.57,0.49,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,18231308192.0,0.34,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.78,61.417,,,,0.0,0.0,,0.0,,,,,23.57,0.49,,-6.888,-0.612,398.115,8.276,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,23.57,20788790.0,9.66,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
NGA,Nigeria,2016,,,,,0.108,0.02,0.062,,378.007,,,,,3.334,0.62,-2.128,-0.008,1.868,0.347,1.937,,32.01,32.01,2.255,10.354,2525.176,0.455,,,128.468,23.89,,,74.633,,,,,125.134,23.27,,-10.361,-49.283,2292.803,426.37,72.696,,1032469776488.0,12.1,,,,43.396,8.07,,25.211,,,,,43.665,8.12,,25.367,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-13.633,-167.652,5711.438,1062.101,0.0,,,0.02,0.0,,,0.108,0.0,,0.062,0.0,,172.134,185960256.0,469.582,,,,43.665,8.12,,25.367,,,,,0.161,0.03,,0.094,,,,,0.0,0.0,,0.0,
NIC,Nicaragua,2016,,,,,79.315,0.5,11.236,,366.292,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.64,4.45,0.078,0.022,4501.994,0.943,,,331.537,2.09,,,46.966,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,30103515000.0,1.63,,,,66.625,0.42,,9.438,,,,,374.367,2.36,,53.034,,0.19,4.095,,,,0.0,0.0,,0.0,,,,,331.537,2.09,,,0.0,0.0,0.0,46.966,,,1.21,0.71,,,191.943,112.627,,27.191,15.955,,705.904,6303970.0,28.38,,,,374.367,2.36,,53.034,,,,,0.0,0.0,,0.0,,,,,115.8,0.73,,16.404,
NIU,Niue,2016,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,-3.757,-0.001,18941.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.0,0.031,,,,,,,,,,,,,,,,,,,,,,,,
NLD,Netherlands,2016,-1.781,-0.088,286.714,4.869,289.142,4.91,4.313,0.489,538.259,-7.297,-9.389,7024.078,119.278,2162.969,36.73,,0.0,0.0,0.0,32.267,11.969,118.74,113.83,1.836,17.965,58685.191,1.283,1.723,15.999,5599.694,95.09,55629.969,944.668,83.537,94.794,3.146,10.722,351.528,3100.472,52.65,20700.909,-3.458,-15.861,26079.362,442.861,46.253,35.274,776582321592.0,61.27,6.975,0.016,0.252,5.889,0.1,14.821,0.088,0.025,3.937,1.965,51.882,1103.568,18.74,3055.269,16.463,5.206,4.91,4.135,-3.462,-0.357,9.959,233.198,3.96,586.486,3.479,0.999,3.194,14.666,473.862,336.253,5.71,27904.982,-33.494,-7.432,869.059,14.758,5.016,47.55,12.334,4.91,0.0,-1.104,-0.138,289.142,0.0,726.33,4.313,0.0,1.238,6703.261,16981286.0,996.55,5.865,2.323,41.923,870.37,14.78,2468.783,12.984,4.207,38.224,1.084,3.922,94.221,1.6,230.938,1.406,0.394,7.579,1.448,20.547,481.118,8.17,1209.981,7.177,2.062
NOR,Norway,2016,,,,,43.802,0.23,0.155,,34.497,2.68,0.237,1733.065,9.1,7.618,0.04,-26.04,-2.368,1281.092,6.727,0.027,1.712,131.72,148.13,1.02,5.371,101252.593,1.226,-3.902,-6.643,565.612,2.97,31159.617,163.618,2.005,30.774,-3.487,-1.579,43.685,420.876,2.21,8319.503,-0.207,-2.399,220704.693,1158.909,1.492,8.217,433545930687.0,5.11,3.112,10.81,358.152,27196.983,142.81,68207.098,96.409,67.363,2.746,9.733,364.119,27644.521,145.16,69343.36,97.995,68.485,-16.41,-12.458,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.565,-5.302,110.832,137.118,0.72,21107.049,3.047,31.054,200014.682,1050.267,0.486,20.846,0.586,0.23,0.0,-9.523,-0.062,43.802,0.0,111.589,0.155,0.0,0.11,28210.133,5250950.0,531.672,2.746,9.733,364.119,27644.521,145.16,69343.36,97.995,68.485,76.56,0.026,0.06,0.0,0.0,11.398,0.0,0.011,-16.373,-1.042,5.321,403.736,2.12,1013.275,1.431,1.001
NPL,Nepal,2016,,,,,0.0,0.0,0.0,,23.641,,,,,0.0,0.0,9.686,0.009,3.632,0.099,0.0,,6.4,4.23,46.981,12.701,1457.398,0.562,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,70697790000.0,0.1,,,,154.053,4.2,,99.291,,,,,155.153,4.23,,100.0,,2.17,33.906,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,155.153,27263430.0,39.734,,,,155.153,4.23,,100.0,,,,,0.734,0.02,,0.473,,,,,0.367,0.01,,0.236,
NRU,Nauru,2016,,,,,0.0,0.0,0.0,,666.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.03,0.03,9.746,0.032,34837.045,,,,2864.235,0.03,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.02,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,2864.235,0.03,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2864.235,10474.0,0.365,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
NZL,New Zealand,2016,,,,,92.289,0.43,1.01,,116.956,-17.257,-2.877,2961.013,13.796,379.888,1.77,-16.135,-3.825,4267.008,19.881,4.157,5.56,42.58,42.58,0.668,1.646,53259.734,1.553,-0.806,-1.263,1420.825,6.62,33350.079,155.387,15.547,62.618,-1.406,-0.684,47.974,922.892,4.3,10296.403,,,,,10.099,19.332,159813938479.0,4.98,5.052,3.135,65.19,5507.306,25.66,13991.434,60.263,26.27,3.235,2.906,92.73,7717.956,35.96,19902.337,84.453,37.368,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.517,2.298,93.617,118.044,0.55,20092.663,,,,,1.292,37.726,21.536,7.91,7.48,-0.738,-0.16,1697.693,1605.403,4622.127,18.577,17.567,8.678,9138.78,4659265.0,248.151,3.235,2.906,92.73,7717.956,35.96,19902.337,84.453,37.368,54.188,0.05,0.144,12.878,0.06,30.807,0.141,0.058,-1.998,-0.119,5.861,500.079,2.33,1257.969,5.472,2.362
OMN,Oman,2016,,,,,0.0,0.0,0.0,,489.897,11.952,0.068,143.012,0.641,0.0,0.0,,0.0,0.0,0.0,0.0,0.191,32.17,32.17,0.202,0.676,75067.028,1.992,0.201,0.675,7182.059,32.17,75064.732,336.231,100.0,99.997,-0.817,-1.884,228.578,7182.059,32.17,51030.934,2.375,7.304,70274.566,314.775,100.0,67.98,168786530502.0,15.76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0.001,0.011,0.0,0.0,2.357,0.0,0.003,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.383,2.491,107.012,0.0,0.0,23890.786,2.676,14.947,128046.262,573.547,0.0,31.826,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7182.059,4479217.0,336.242,12.76,0.001,0.011,0.0,0.0,2.357,0.0,0.003,12.76,0.001,0.011,0.0,0.0,2.357,0.0,0.003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OWID_AFR,Africa,2016,-11.458,-0.07,0.443,0.538,4.79,5.81,0.777,0.01,518.454,6.284,70.229,979.185,1187.79,189.507,229.88,1.312,23.079,1469.071,1782.043,30.74,23.002,754.68,747.82,2.766,138.969,4256.957,,2.871,133.209,485.45,588.87,3934.512,4772.723,78.745,92.425,3.47,45.972,1370.919,223.282,270.85,1130.152,1.868,38.855,1746.668,2118.779,36.219,26.548,,387.71,-3.445,-10.472,293.524,98.142,119.05,241.974,15.92,5.684,1.495,5.761,391.142,131.034,158.95,322.448,21.255,7.575,6.86,0.909,22.065,6.831,37.787,12.539,15.21,31.151,2.034,0.732,0.774,17.007,2214.01,72.66,88.14,1825.175,-5.363,-240.813,3503.288,4249.63,11.786,42.875,18.311,10.01,4.2,0.653,0.119,8.252,3.462,15.095,1.339,0.562,0.355,616.484,1213040565.0,5163.861,-0.302,-1.07,353.355,118.496,143.74,291.297,19.221,6.843,41.694,3.789,12.876,3.471,4.21,10.615,0.563,0.249,24.684,5.564,28.106,8.631,10.47,23.17,1.4,0.544
OWID_EU27,European Union (27),2016,0.274,0.421,347.503,154.056,340.812,151.09,5.219,0.909,317.8,-4.03,-111.798,6005.621,,1486.658,659.07,,,,,22.767,15.705,2895.52,2894.87,1.122,188.042,38240.633,,1.787,222.598,2831.231,1255.15,28602.285,12680.054,43.358,74.795,6.186,214.483,,1053.182,466.9,8304.599,,,,,16.129,21.717,,919.99,2.094,17.675,861.75,779.567,345.6,1943.841,11.938,5.083,-0.802,-34.555,4272.916,3698.702,1639.72,9638.378,56.642,25.205,0.65,0.022,-2.972,-59.168,1931.851,1732.258,767.95,4357.659,26.528,11.395,1.929,119.912,,291.39,129.18,14292.065,,,,,4.462,37.374,401.695,158.32,7.23,0.624,2.491,357.121,16.309,906.1,5.469,0.25,2.369,6529.932,443323123.0,16952.957,1.063,24.613,2341.065,1966.444,871.77,5280.719,30.114,13.809,-0.528,-1.341,252.605,227.915,101.04,569.799,3.49,1.49,0.806,5.367,670.959,601.841,266.81,1513.476,9.217,3.958
OWID_EUR,Europe,2016,1.92,3.234,230.262,171.647,244.674,182.39,3.825,0.737,323.738,-3.621,-142.914,5103.508,3804.363,1291.195,962.51,-4.263,-93.505,2816.821,2099.775,20.185,16.341,4755.14,4768.36,1.32,303.316,31232.083,,1.919,329.413,3040.172,2266.27,23467.197,17493.42,47.527,75.138,5.546,282.389,5374.389,1540.899,1148.65,7209.679,-0.348,-9.087,3486.982,2599.34,24.089,23.084,,1543.7,1.758,28.287,1637.248,1020.322,760.59,2196.346,15.951,7.032,-0.449,-26.097,5788.286,3356.521,2502.09,7764.911,52.473,24.862,-13.22,-0.278,-3.271,-80.123,2369.365,1509.146,1124.98,3178.473,23.593,10.177,2.338,189.938,8314.654,208.078,155.11,11154.01,0.75,14.541,2619.003,1952.313,3.253,35.713,511.819,195.14,12.75,1.762,8.861,261.778,17.104,686.598,4.092,0.267,2.198,6396.693,745441389.0,23281.687,1.606,54.027,3418.921,1847.375,1377.11,4586.438,28.88,14.685,3.067,8.519,286.261,152.661,113.8,384.015,2.387,1.23,0.635,5.126,811.946,412.615,307.58,1089.216,6.45,3.487
