iso_code,country,year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_cons_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,gdp,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,population,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
ABW,Aruba,2016,,,,,0.0,0.0,0.0,,588.889,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.9,0.9,-2.861,-0.154,50029.577,,,,7247.413,0.76,,,84.444,,,,,0.0,0.0,,,,,,0.0,,,0.53,,,,0.0,0.0,,0.0,,,,,1335.05,0.14,,15.556,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,7247.413,0.76,,,,,,84.444,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,8582.463,104865.0,5.246,,,,1335.05,0.14,,15.556,,,,,95.361,0.01,,1.111,,,,,1239.689,0.13,,14.444,
AFG,Afghanistan,2016,,,,,0.0,0.0,0.0,,107.438,,,,,0.0,0.0,24.396,1.933,278.61,9.858,0.0,,5.54,1.21,-6.9,-2.554,973.857,0.536,,,4.239,0.15,,,12.397,,,,,0.0,0.0,,,,,,0.0,,64297428000.0,0.13,,,,28.827,1.02,,84.298,,,,,29.958,1.06,,87.603,,4.33,78.159,,,,0.0,0.0,,0.0,,,,,4.239,0.15,,,,,,12.397,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,34.197,35383028.0,34.458,,,,29.958,1.06,,87.603,,,,,1.13,0.04,,3.306,,,,,0.0,0.0,,0.0,
AGO,Angola,2016,,,,,41.605,1.2,11.753,,262.488,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,10.21,10.21,-8.759,-10.248,3701.193,0.599,,,111.988,3.23,,,31.636,,,,,0.0,0.0,,121.603,10.195,644.15,18.579,0.0,,178333874549.0,2.68,,,,199.705,5.76,,56.415,,,,,242.004,6.98,,68.364,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,111.988,3.23,,-2.716,-27.849,34583.787,997.482,31.636,,,1.2,0.0,,,41.605,0.0,,11.753,0.0,,353.992,28842482.0,106.752,,,,242.004,6.98,,68.364,,,,,0.693,0.02,,0.196,,,,,0.0,0.0,,0.0,
ALB,Albania,2016,,,,,0.0,0.0,0.0,,24.422,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,7.74,7.78,11.445,3.901,13159.583,1.207,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,28.57,0.103,161.336,0.466,0.0,,31481821922.0,0.19,,,,2695.374,7.78,,100.0,,,,,2695.374,7.78,,100.0,,-0.04,-0.517,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,13.14,1.788,5334.727,15.398,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2695.374,2886427.0,37.984,,,,2695.374,7.78,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
ANT,Netherlands Antilles,2016,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,0.922,0.519,177599.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319898.0,56.814,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,2016,,,,,1.068,0.01,0.008,,488.798,7.343,1.464,2286.719,21.406,0.0,0.0,,0.0,0.0,0.0,0.0,1.66,122.48,121.85,3.983,49.387,137741.765,1.818,3.98,49.321,12982.622,121.53,137649.186,1288.531,99.737,99.933,0.644,4.604,719.31,12982.622,121.53,76841.381,1.574,9.221,63583.999,595.208,99.737,55.787,709426097516.0,59.56,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.296,0.066,0.868,34.184,0.32,92.688,0.263,0.067,0.63,0.514,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.572,43.252,547.814,0.0,0.0,58521.087,3.588,73.468,226586.933,2121.075,0.0,42.486,0.015,0.01,0.0,-0.549,-0.0,1.068,0.0,1.611,0.008,0.0,0.001,13016.806,9360975.0,1289.397,8.296,0.066,0.868,34.184,0.32,92.688,0.263,0.067,8.991,0.07,0.853,33.116,0.31,91.077,0.254,0.066,-100.0,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2016,5.989,0.906,368.599,16.037,46.198,2.01,1.442,1.589,396.312,-22.926,-3.625,280.144,12.189,45.508,1.98,-25.562,-0.057,3.822,0.166,1.421,1.208,148.88,139.36,-0.67,-6.804,23191.054,1.218,-0.008,-0.065,2291.738,99.71,19986.542,869.584,71.549,86.182,3.338,15.574,482.1,1758.738,76.52,11080.615,5.047,17.912,8568.99,372.824,54.908,47.78,828372950013.0,55.23,-8.96,-9.469,96.202,675.731,29.4,2211.109,21.096,9.534,-4.611,-6.739,139.424,911.317,39.65,3204.53,28.451,13.818,9.52,6.394,17.005,3.028,20.835,176.517,7.68,478.874,5.511,2.065,-3.102,-12.014,375.294,487.491,21.21,8625.783,-4.709,-16.455,7653.136,332.976,15.22,37.194,4.938,2.01,0.0,-17.932,-1.079,46.198,0.0,113.485,1.442,0.0,0.489,3203.055,43508460.0,1009.007,-7.609,-9.767,118.589,734.8,31.97,2725.656,22.941,11.753,-3.367,-0.001,0.036,0.23,0.01,0.825,0.007,0.004,-8.295,-0.125,1.376,12.641,0.55,31.637,0.395,0.136
ARM,Armenia,2016,,,,,0.0,0.0,0.0,,184.438,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,5.99,6.94,0.707,0.287,13946.895,1.392,,,824.209,2.42,,,34.87,,,,,824.209,2.42,,,0.0,0.0,0.0,34.87,,29426934720.0,1.28,,,,793.557,2.33,,33.573,,,,,1539.432,4.52,,65.13,,-0.95,-15.86,,,,745.875,2.19,,31.556,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2363.642,2936147.0,40.95,,,,793.557,2.33,,33.573,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
ASM,American Samoa,2016,,,,,0.0,0.0,0.0,,705.882,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.17,0.17,0.274,0.004,25895.062,,,,3049.929,0.17,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,0.12,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3049.929,0.17,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3049.929,55739.0,1.443,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
ATG,Antigua and Barbuda,2016,,,,,0.0,0.0,0.0,,666.667,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.33,0.33,1.501,0.046,32681.267,,,,3385.527,0.32,,,96.97,,,,,0.0,0.0,,,,,,0.0,,,0.22,,,,0.0,0.0,,0.0,,,,,105.798,0.01,,3.03,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3385.527,0.32,,,,,,96.97,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3491.325,94520.0,3.089,,,,105.798,0.01,,3.03,,,,,105.798,0.01,,3.03,,,,,0.0,0.0,,0.0,
AUS,Australia,2016,-13.074,-0.344,94.15,2.284,142.606,3.46,1.423,0.144,637.16,-0.066,-0.354,22256.248,539.996,6383.458,154.88,0.207,7.353,146853.165,3563.056,63.708,34.128,243.11,243.11,0.421,6.635,65214.135,1.345,-0.501,-7.431,8499.463,206.22,60794.114,1475.03,84.826,93.222,-2.384,-9.249,378.709,1891.38,45.89,15608.695,26.855,198.994,38741.727,939.979,18.876,23.935,1176481295704.0,154.9,24.41,8.699,44.334,619.057,15.02,1827.267,6.178,2.802,15.097,14.067,107.243,1520.44,36.89,4420.073,15.174,6.778,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,2.172,556.323,224.625,5.45,22929.172,-8.552,-16.894,7445.573,180.65,2.242,35.16,9.122,3.46,0.0,-1.958,-0.182,142.606,0.0,375.986,1.423,0.0,0.577,10019.903,24262710.0,1582.272,15.097,14.067,107.243,1520.44,36.89,4420.073,15.174,6.778,19.373,3.036,18.71,255.948,6.21,771.122,2.554,1.182,9.546,2.857,32.792,502.829,12.2,1351.547,5.018,2.072
AUT,Austria,2016,-17.12,-1.319,729.829,6.384,546.454,4.78,7.326,1.607,161.686,-7.249,-2.734,3998.902,34.98,233.215,2.04,,0.0,0.0,0.0,3.126,8.807,72.41,65.25,3.289,12.649,45405.83,1.09,2.255,5.798,1619.927,14.17,30052.156,262.875,21.716,66.186,4.695,3.741,83.422,970.585,8.49,9536.876,-6.097,-0.818,1440.398,12.6,13.011,21.004,364218285047.0,10.55,6.891,6.46,100.201,4569.407,39.97,11455.103,61.257,25.228,5.375,6.851,134.304,5839.512,51.08,15353.711,78.284,33.814,7.16,9.888,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,4.791,144.474,416.128,3.64,16516.378,-11.632,-1.29,1120.279,9.799,5.579,36.375,11.797,4.78,0.0,3.551,0.405,546.454,0.0,1348.698,7.326,0.0,2.97,7459.44,8747306.0,397.179,5.375,6.851,134.304,5839.512,51.08,15353.711,78.284,33.814,16.266,0.386,2.756,125.753,1.1,315.098,1.686,0.694,7.51,0.92,13.165,597.898,5.23,1504.983,8.015,3.315
AZE,Azerbaijan,2016,,,,,0.0,0.0,0.0,,520.153,-60.0,-0.022,1.472,0.014,0.0,0.0,,0.0,0.0,0.0,0.0,0.008,22.59,23.57,-0.965,-1.65,17393.984,1.073,-1.529,-2.547,2215.48,21.57,16850.373,164.056,91.515,96.875,-1.937,-2.159,109.306,1411.251,13.74,11227.003,-2.697,-5.065,18773.072,182.775,58.294,64.545,157812359782.0,12.26,18.944,0.785,4.927,199.26,1.94,506.082,8.231,2.91,20.407,0.897,5.293,205.422,2.0,543.626,8.485,3.125,-0.98,-4.338,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.666,-0.367,54.735,804.228,7.83,5621.897,-1.41,-6.888,49486.541,481.803,33.22,32.321,0.219,0.0,0.0,-4.583,-0.011,0.0,0.0,22.536,0.0,0.0,0.13,2420.902,9736041.0,169.349,20.407,0.897,5.293,205.422,2.0,543.626,8.485,3.125,662.721,0.077,0.089,4.108,0.04,9.118,0.17,0.052,392.635,0.046,0.057,2.054,0.02,5.889,0.085,0.034
BDI,Burundi,2016,,,,,0.953,0.01,5.263,,105.263,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.29,0.19,9.341,0.194,216.684,0.319,,,2.86,0.03,,,15.789,,,,,0.0,0.0,,,,,,0.0,,7129465000.0,0.02,,,,13.349,0.14,,73.684,,,,,15.256,0.16,,84.211,,0.1,34.483,,,,0.0,0.0,,0.0,,,,,2.86,0.03,,,,,,15.789,,,0.01,0.0,,,0.953,0.0,,5.263,0.0,,18.116,10488002.0,2.273,,,,15.256,0.16,,84.211,,,,,0.953,0.01,,5.263,,,,,0.0,0.0,,0.0,
BEL,Belgium,2016,68.457,2.053,445.034,5.053,472.063,5.36,6.384,0.705,187.113,-5.236,-2.054,3273.338,37.167,34.348,0.39,,0.0,0.0,0.0,0.465,5.189,90.14,83.96,7.786,51.743,63087.055,1.63,1.233,6.891,2306.593,26.19,49823.633,565.718,31.193,78.976,2.141,3.393,161.892,1944.619,22.08,14258.088,,0.0,0.0,0.0,26.298,22.601,439359028797.0,15.71,15.518,0.125,0.93,32.586,0.37,81.948,0.441,0.13,42.414,44.852,150.599,5087.892,57.77,13263.472,68.807,21.024,6.18,6.856,65.749,43.417,109.451,3832.873,43.52,9639.554,51.834,15.28,1.537,5.552,366.659,327.626,3.72,32292.207,,0.0,0.0,0.0,4.431,51.187,13.705,5.36,0.0,-2.625,-0.369,472.063,0.0,1207.054,6.384,0.0,1.913,7394.486,11354407.0,716.316,3.613,1.435,41.147,1255.019,14.25,3623.918,16.972,5.744,0.674,0.052,7.784,273.022,3.1,685.531,3.692,1.087,-3.023,-0.426,13.675,477.348,5.42,1204.352,6.455,1.909
BEN,Benin,2016,,,,,0.0,0.0,0.0,,720.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.34,0.25,21.938,4.998,2555.08,1.19,,,22.995,0.25,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,23337749760.0,0.18,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,1.09,81.343,,,,0.0,0.0,,0.0,,,,,22.995,0.25,,,0.0,0.0,0.0,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,22.995,10872072.0,27.779,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
BFA,Burkina Faso,2016,,,,,0.0,0.0,0.0,,628.205,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,2.19,1.56,-3.957,-0.621,807.72,0.545,,,75.082,1.4,,,89.744,,,,,0.0,0.0,,,,,,0.0,,27615414860.0,0.98,,,,7.508,0.14,,8.974,,,,,8.581,0.16,,10.256,,0.63,28.767,,,,0.0,0.0,,0.0,,,,,75.082,1.4,,,,,,89.744,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,83.662,18646350.0,15.061,,,,8.581,0.16,,10.256,,,,,1.073,0.02,,1.282,,,,,0.0,0.0,,0.0,
BGD,Bangladesh,2016,,,,,0.19,0.03,0.046,,544.487,-26.515,-6.987,122.58,19.365,10.508,1.66,33.58,1.39,35.006,5.53,2.56,5.241,68.67,64.85,1.687,6.131,2338.835,0.625,1.699,6.126,402.4,63.57,2321.126,366.685,98.026,99.243,2.309,5.969,264.509,284.408,44.93,1674.354,2.309,5.969,1674.353,264.509,69.283,71.589,591216052198.0,35.31,-2.087,-0.047,2.225,6.393,1.01,14.082,1.557,0.602,0.154,0.004,2.798,8.102,1.28,17.711,1.974,0.757,3.82,5.563,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.442,7.145,82.81,107.484,16.98,524.192,0.274,0.007,16.296,2.574,26.184,22.412,0.007,0.03,0.0,6.557,0.0,0.19,0.0,0.046,0.046,0.0,0.002,410.502,157977152.0,369.482,0.154,0.004,2.798,8.102,1.28,17.711,1.974,0.757,10.237,0.051,0.553,1.456,0.23,3.502,0.355,0.15,-0.648,-0.0,0.013,0.063,0.01,0.081,0.015,0.003
BGR,Bulgaria,2016,,,,,48.938,0.35,0.785,,393.851,-13.133,-10.012,9259.682,66.225,2708.353,19.37,-12.769,-8.713,8322.826,59.524,43.469,31.529,38.19,44.56,-5.25,-11.639,29368.851,1.695,-5.219,-8.294,3039.731,21.74,21062.837,150.64,48.788,71.718,4.156,1.247,31.25,286.635,2.05,4369.512,-10.881,-0.119,136.183,0.974,4.601,14.878,123884563422.0,17.55,-30.778,-4.408,9.913,542.51,3.88,1386.101,8.707,4.72,-5.791,-3.537,57.545,3190.739,22.82,8046.016,51.212,27.396,-6.37,-16.68,1.973,0.768,39.673,2206.392,15.78,5547.161,35.413,18.888,0.893,0.47,53.165,44.743,0.32,7433.643,0.274,0.002,88.249,0.631,0.718,25.311,0.889,0.35,0.0,30.104,0.206,48.938,0.0,124.339,0.785,0.0,0.423,6230.47,7151948.0,210.044,-19.411,-4.305,17.872,984.347,7.04,2498.854,15.799,8.509,-0.376,-0.013,3.486,194.353,1.39,487.351,3.119,1.659,-2.44,-0.09,3.584,198.547,1.42,501.064,3.187,1.706
BHR,Bahrain,2016,,,,,0.0,0.0,0.0,,490.116,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,26.79,26.81,-0.222,-0.453,142485.985,3.437,,,18796.557,26.8,,,99.963,,,,,18768.503,26.76,,-0.98,-1.43,101286.589,144.414,99.814,,59105441252.0,13.14,,,,0.0,0.0,,0.0,,,,,7.014,0.01,,0.037,,-0.02,-0.075,,,,0.0,0.0,,0.0,,,,,28.055,0.04,,-3.124,-1.161,25241.097,35.989,0.149,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,18803.571,1425793.0,203.156,,,,7.014,0.01,,0.037,,,,,7.014,0.01,,0.037,,,,,0.0,0.0,,0.0,
BHS,Bahamas,2016,,,,,0.0,0.0,0.0,,702.703,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.85,1.85,4.69,0.554,32740.562,,,,4895.177,1.85,,,100.0,,,,,0.0,0.0,,,,,,0.0,,,1.3,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,4895.177,1.85,,,,,,100.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,4895.177,377923.0,12.373,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
BIH,Bosnia and Herzegovina,2016,,,,,2.953,0.01,0.059,,555.621,,,,,3325.199,11.26,5.815,1.517,8150.714,27.6,66.274,,13.23,16.99,2.251,1.598,21435.977,1.881,,,3357.684,11.37,,,66.922,,,,,0.0,0.0,,,,,,0.0,,38586312540.0,9.44,,,,1650.787,5.59,,32.902,,,,,1659.647,5.62,,33.078,,-3.76,-28.42,,,,0.0,0.0,,0.0,,,,,32.484,0.11,,,,,,0.647,,,0.01,0.0,,,2.953,0.0,,0.059,0.0,,5017.33,3386263.0,72.588,,,,1659.647,5.62,,33.078,,,,,5.906,0.02,,0.118,,,,,0.0,0.0,,0.0,
BLR,Belarus,2016,,,,,15.88,0.15,0.475,,484.801,9.916,0.854,1002.366,9.468,0.0,0.0,,0.0,0.0,0.0,0.0,3.535,34.6,31.58,-0.532,-1.433,28352.048,1.587,-0.602,-1.615,3300.995,31.18,28241.3,266.757,98.733,99.609,-0.622,-1.114,177.875,3300.995,31.18,18831.476,-26.666,-0.086,25.02,0.236,98.733,66.42,168715982371.0,15.31,27.171,0.076,0.357,14.822,0.14,37.806,0.443,0.133,31.626,0.202,0.842,42.348,0.4,89.19,1.267,0.315,3.02,8.728,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.677,-1.355,79.414,0.0,0.0,8407.458,25.575,4.2,2183.181,20.622,0.0,29.654,0.236,0.15,0.0,-0.592,-0.001,15.88,0.0,25.026,0.475,0.0,0.088,3343.342,9445638.0,267.803,31.626,0.202,0.842,42.348,0.4,89.19,1.267,0.315,187.055,0.043,0.065,3.176,0.03,6.922,0.095,0.024,86.072,0.085,0.184,8.47,0.08,19.435,0.253,0.069
BLZ,Belize,2016,,,,,298.589,0.11,20.755,,283.019,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.77,0.53,0.117,0.004,9973.711,,,,434.312,0.16,,,30.189,,,,,0.0,0.0,,,,,,0.0,,,0.15,,,,705.757,0.26,,49.057,,,,,1004.346,0.37,,69.811,,0.24,31.169,,,,0.0,0.0,,0.0,,,,,434.312,0.16,,,,,,30.189,,,0.11,0.0,,,298.589,0.0,,20.755,0.0,,1438.658,368399.0,3.674,,,,1004.346,0.37,,69.811,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
BMU,Bermuda,2016,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,27.277,0.679,50024.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63360.0,3.17,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia,2016,,,,,135.064,1.49,16.817,,353.273,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,8.86,8.86,3.563,3.168,8348.197,1.321,,,509.435,5.62,,,63.431,,,,,509.435,5.62,,-4.019,-7.861,17018.536,187.745,63.431,,69712119395.0,3.13,,,,154.1,1.7,,19.187,,,,,293.696,3.24,,36.569,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,5.45,2.105,3692.367,40.734,0.0,,,1.49,0.0,,,135.064,0.0,,16.817,0.0,,803.131,11031822.0,92.096,,,,293.696,3.24,,36.569,,,,,0.906,0.01,,0.113,,,,,3.626,0.04,,0.451,
BRA,Brazil,2016,-9.106,-19.291,934.018,192.56,238.549,49.18,8.659,5.833,136.873,-9.675,-19.831,898.059,185.146,121.409,25.03,-7.848,-2.653,151.083,31.148,4.407,5.608,608.76,567.97,-2.579,-87.415,16013.995,1.143,-7.375,-151.081,451.778,93.14,9204.365,1897.6,16.399,57.477,-13.622,-58.487,370.879,262.511,54.12,1798.96,1.34,3.191,1170.121,241.236,9.529,11.234,2889037264385.0,77.74,5.258,47.849,957.913,1829.135,377.1,4646.385,66.394,29.015,4.75,63.666,1403.897,2303.177,474.83,6809.642,83.601,42.523,40.79,6.701,7.033,2.622,39.896,72.612,14.97,193.515,2.636,1.208,-5.145,-72.763,1341.573,67.859,13.99,6507.346,3.032,46.606,7683.267,1584.006,2.463,40.635,129.096,49.18,0.0,2.307,2.911,238.549,0.0,626.185,8.659,0.0,3.91,2754.955,206163056.0,3301.494,4.685,61.044,1364.001,2230.565,459.86,6616.128,80.966,41.315,43.856,0.065,0.214,0.437,0.09,1.04,0.016,0.006,53.94,29.51,84.218,162.444,33.49,408.5,5.896,2.551
BRB,Barbados,2016,,,,,0.0,0.0,0.0,,683.168,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,1.01,1.01,2.284,0.156,24453.679,2.001,,,3428.995,0.98,,,97.03,,,,,0.0,0.0,,,,,,0.0,,3492873000.0,0.69,,,,0.0,0.0,,0.0,,,,,104.969,0.03,,2.97,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,3428.995,0.98,,,,,,97.03,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,3533.965,285798.0,6.989,,,,104.969,0.03,,2.97,,,,,104.969,0.03,,2.97,,,,,0.0,0.0,,0.0,
BRN,Brunei,2016,,,,,0.0,0.0,0.0,,501.247,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.01,4.01,4.451,2.18,121827.53,,,,9552.372,4.01,,,100.0,,,,,9052.124,3.8,,-2.623,-3.486,308316.392,129.428,94.763,,,2.01,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,500.249,0.21,,-4.515,-3.244,163403.484,68.595,5.237,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,9552.372,419791.0,51.142,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
BTN,Bhutan,2016,,,,,0.0,0.0,0.0,,24.112,,,,,0.0,0.0,38.568,0.16,777.92,0.573,0.0,,2.2,7.88,2.908,0.523,25132.646,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.19,,,,10696.261,7.88,,100.0,,,,,10696.261,7.88,,100.0,,-5.68,-258.182,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,10696.261,736706.0,18.515,,,,10696.261,7.88,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
BWA,Botswana,2016,,,,,0.0,0.0,0.0,,801.587,,,,,958.367,2.07,-10.056,-1.373,5684.125,12.277,82.143,,4.19,2.52,10.097,2.368,11952.154,0.774,,,1166.707,2.52,,,100.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,33339519885.0,2.02,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,1.67,39.857,,,,0.0,0.0,,0.0,,,,,208.341,0.45,,,0.0,0.0,0.0,17.857,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1166.707,2159925.0,25.816,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
CAF,Central African Republic,2016,,,,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.17,0.17,5.29,0.076,332.126,0.465,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,3243623000.0,0.0,,,,37.464,0.17,,100.0,,,,,37.464,0.17,,100.0,,0.0,0.0,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,37.464,4537683.0,1.507,,,,37.464,0.17,,100.0,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
CAN,Canada,2016,-3.588,-0.746,551.321,20.059,294.094,10.7,1.656,0.512,145.355,-6.494,-14.865,5883.424,214.056,1611.744,58.64,0.419,1.586,10461.046,380.604,9.075,5.463,582.34,646.14,-1.101,-43.627,107705.535,2.471,-2.236,-58.533,3383.179,123.09,70349.132,2559.508,19.05,65.316,-3.631,-40.104,1064.434,1647.75,59.95,29256.441,6.984,112.276,47270.321,1719.833,9.278,27.163,1586146825482.0,93.92,0.251,2.425,969.284,10487.883,381.58,26641.154,59.055,24.735,1.109,14.906,1359.139,14376.243,523.05,37356.489,80.95,34.684,-63.8,-10.956,-0.963,-2.462,253.299,2628.979,95.65,6962.024,14.803,6.464,-0.277,-3.564,1281.016,123.684,4.5,35209.267,1.282,32.221,69954.948,2545.167,0.696,32.69,28.567,10.9,0.2,13.068,3.302,299.591,5.497,785.172,1.687,0.031,0.729,17759.422,36382940.0,3918.644,1.596,17.369,1105.84,11747.264,427.4,30394.464,66.147,28.22,38.462,2.817,10.14,109.667,3.99,278.715,0.618,0.259,14.031,9.572,77.79,850.124,30.93,2138.102,4.787,1.985
