,StateCode,Year,Attribute,Data
29120,AK,2000,Biodiesel->Transportation,0.0
29121,AK,2001,Biodiesel->Transportation,7.0
29122,AK,2002,Biodiesel->Transportation,12.0
29123,AK,2003,Biodiesel->Transportation,10.0
29124,AK,2004,Biodiesel->Transportation,19.0
29125,AK,2005,Biodiesel->Transportation,64.0
29126,AK,2006,Biodiesel->Transportation,184.0
29127,AK,2007,Biodiesel->Transportation,249.0
29128,AK,2008,Biodiesel->Transportation,214.0
29129,AK,2009,Biodiesel->Transportation,227.0
29130,AK,2010,Biodiesel->Transportation,183.0
29131,AK,2011,Biodiesel->Transportation,624.0
29132,AK,2012,Biodiesel->Transportation,35.0
29133,AK,2013,Biodiesel->Transportation,302.0
29134,AK,2014,Biodiesel->Transportation,917.0
29135,AK,2015,Biodiesel->Transportation,42.0
29136,AK,2016,Biodiesel->Transportation,1133.0
29137,AK,2017,Biodiesel->Transportation,858.0
29138,AK,2018,Biodiesel->Transportation,858.0
29139,AK,2019,Biodiesel->Transportation,858.0
29140,AL,2000,Biodiesel->Transportation,0.0
29141,AL,2001,Biodiesel->Transportation,25.0
29142,AL,2002,Biodiesel->Transportation,39.0
29143,AL,2003,Biodiesel->Transportation,32.0
29144,AL,2004,Biodiesel->Transportation,64.0
29145,AL,2005,Biodiesel->Transportation,218.0
29146,AL,2006,Biodiesel->Transportation,626.0
29147,AL,2007,Biodiesel->Transportation,849.0
29148,AL,2008,Biodiesel->Transportation,729.0
29149,AL,2009,Biodiesel->Transportation,772.0
29150,AL,2010,Biodiesel->Transportation,624.0
29151,AL,2011,Biodiesel->Transportation,2127.0
29152,AL,2012,Biodiesel->Transportation,2628.0
29153,AL,2013,Biodiesel->Transportation,4441.0
29154,AL,2014,Biodiesel->Transportation,3354.0
29155,AL,2015,Biodiesel->Transportation,4257.0
29156,AL,2016,Biodiesel->Transportation,7025.0
29157,AL,2017,Biodiesel->Transportation,5822.0
29158,AL,2018,Biodiesel->Transportation,5785.0
29159,AL,2019,Biodiesel->Transportation,5205.0
29160,AR,2000,Biodiesel->Transportation,0.0
29161,AR,2001,Biodiesel->Transportation,21.0
29162,AR,2002,Biodiesel->Transportation,34.0
29163,AR,2003,Biodiesel->Transportation,28.0
29164,AR,2004,Biodiesel->Transportation,56.0
29165,AR,2005,Biodiesel->Transportation,188.0
29166,AR,2006,Biodiesel->Transportation,540.0
29167,AR,2007,Biodiesel->Transportation,732.0
29168,AR,2008,Biodiesel->Transportation,628.0
29169,AR,2009,Biodiesel->Transportation,666.0
29170,AR,2010,Biodiesel->Transportation,538.0
29171,AR,2011,Biodiesel->Transportation,1834.0
29172,AR,2012,Biodiesel->Transportation,2050.0
29173,AR,2013,Biodiesel->Transportation,3851.0
29174,AR,2014,Biodiesel->Transportation,2861.0
29175,AR,2015,Biodiesel->Transportation,3191.0
29176,AR,2016,Biodiesel->Transportation,4710.0
29177,AR,2017,Biodiesel->Transportation,4022.0
29178,AR,2018,Biodiesel->Transportation,4505.0
29179,AR,2019,Biodiesel->Transportation,3996.0
29180,AZ,2000,Biodiesel->Transportation,0.0
29181,AZ,2001,Biodiesel->Transportation,13.0
29182,AZ,2002,Biodiesel->Transportation,21.0
29183,AZ,2003,Biodiesel->Transportation,17.0
29184,AZ,2004,Biodiesel->Transportation,34.0
29185,AZ,2005,Biodiesel->Transportation,114.0
29186,AZ,2006,Biodiesel->Transportation,328.0
29187,AZ,2007,Biodiesel->Transportation,444.0
29188,AZ,2008,Biodiesel->Transportation,381.0
29189,AZ,2009,Biodiesel->Transportation,404.0
29190,AZ,2010,Biodiesel->Transportation,327.0
29191,AZ,2011,Biodiesel->Transportation,1113.0
29192,AZ,2012,Biodiesel->Transportation,65.0
29193,AZ,2013,Biodiesel->Transportation,602.0
29194,AZ,2014,Biodiesel->Transportation,1792.0
29195,AZ,2015,Biodiesel->Transportation,75.0
29196,AZ,2016,Biodiesel->Transportation,2623.0
29197,AZ,2017,Biodiesel->Transportation,2208.0
29198,AZ,2018,Biodiesel->Transportation,2208.0
29199,AZ,2019,Biodiesel->Transportation,2208.0
29200,CA,2000,Biodiesel->Transportation,0.0
29201,CA,2001,Biodiesel->Transportation,19.0
29202,CA,2002,Biodiesel->Transportation,30.0
29203,CA,2003,Biodiesel->Transportation,24.0
29204,CA,2004,Biodiesel->Transportation,48.0
29205,CA,2005,Biodiesel->Transportation,164.0
29206,CA,2006,Biodiesel->Transportation,471.0
29207,CA,2007,Biodiesel->Transportation,639.0
29208,CA,2008,Biodiesel->Transportation,548.0
29209,CA,2009,Biodiesel->Transportation,581.0
29210,CA,2010,Biodiesel->Transportation,469.0
29211,CA,2011,Biodiesel->Transportation,1600.0
29212,CA,2012,Biodiesel->Transportation,2549.0
29213,CA,2013,Biodiesel->Transportation,7643.0
29214,CA,2014,Biodiesel->Transportation,8523.0
29215,CA,2015,Biodiesel->Transportation,16134.0
29216,CA,2016,Biodiesel->Transportation,20843.0
29217,CA,2017,Biodiesel->Transportation,21692.0
29218,CA,2018,Biodiesel->Transportation,23539.0
29219,CA,2019,Biodiesel->Transportation,27005.0
29220,CO,2000,Biodiesel->Transportation,0.0
29221,CO,2001,Biodiesel->Transportation,3.0
29222,CO,2002,Biodiesel->Transportation,4.0
29223,CO,2003,Biodiesel->Transportation,4.0
29224,CO,2004,Biodiesel->Transportation,7.0
29225,CO,2005,Biodiesel->Transportation,24.0
29226,CO,2006,Biodiesel->Transportation,70.0
29227,CO,2007,Biodiesel->Transportation,95.0
29228,CO,2008,Biodiesel->Transportation,82.0
29229,CO,2009,Biodiesel->Transportation,86.0
29230,CO,2010,Biodiesel->Transportation,70.0
29231,CO,2011,Biodiesel->Transportation,238.0
29232,CO,2012,Biodiesel->Transportation,450.0
29233,CO,2013,Biodiesel->Transportation,301.0
29234,CO,2014,Biodiesel->Transportation,632.0
29235,CO,2015,Biodiesel->Transportation,287.0
29236,CO,2016,Biodiesel->Transportation,1013.0
29237,CO,2017,Biodiesel->Transportation,715.0
29238,CO,2018,Biodiesel->Transportation,865.0
29239,CO,2019,Biodiesel->Transportation,1532.0
29240,CT,2000,Biodiesel->Transportation,0.0
29241,CT,2001,Biodiesel->Transportation,4.0
29242,CT,2002,Biodiesel->Transportation,6.0
29243,CT,2003,Biodiesel->Transportation,5.0
29244,CT,2004,Biodiesel->Transportation,10.0
29245,CT,2005,Biodiesel->Transportation,35.0
29246,CT,2006,Biodiesel->Transportation,100.0
29247,CT,2007,Biodiesel->Transportation,135.0
29248,CT,2008,Biodiesel->Transportation,116.0
29249,CT,2009,Biodiesel->Transportation,123.0
29250,CT,2010,Biodiesel->Transportation,99.0
29251,CT,2011,Biodiesel->Transportation,339.0
29252,CT,2012,Biodiesel->Transportation,277.0
29253,CT,2013,Biodiesel->Transportation,1386.0
29254,CT,2014,Biodiesel->Transportation,1258.0
29255,CT,2015,Biodiesel->Transportation,1506.0
29256,CT,2016,Biodiesel->Transportation,2215.0
29257,CT,2017,Biodiesel->Transportation,2325.0
29258,CT,2018,Biodiesel->Transportation,1376.0
29259,CT,2019,Biodiesel->Transportation,1057.0
29260,DC,2000,Biodiesel->Transportation,0.0
29261,DC,2001,Biodiesel->Transportation,0.0
29262,DC,2002,Biodiesel->Transportation,0.0
29263,DC,2003,Biodiesel->Transportation,0.0
29264,DC,2004,Biodiesel->Transportation,0.0
29265,DC,2005,Biodiesel->Transportation,1.0
29266,DC,2006,Biodiesel->Transportation,4.0
29267,DC,2007,Biodiesel->Transportation,6.0
29268,DC,2008,Biodiesel->Transportation,5.0
29269,DC,2009,Biodiesel->Transportation,5.0
29270,DC,2010,Biodiesel->Transportation,4.0
29271,DC,2011,Biodiesel->Transportation,14.0
29272,DC,2012,Biodiesel->Transportation,11.0
29273,DC,2013,Biodiesel->Transportation,44.0
29274,DC,2014,Biodiesel->Transportation,42.0
29275,DC,2015,Biodiesel->Transportation,50.0
29276,DC,2016,Biodiesel->Transportation,66.0
29277,DC,2017,Biodiesel->Transportation,45.0
29278,DC,2018,Biodiesel->Transportation,29.0
29279,DC,2019,Biodiesel->Transportation,28.0
29280,DE,2000,Biodiesel->Transportation,0.0
29281,DE,2001,Biodiesel->Transportation,0.0
29282,DE,2002,Biodiesel->Transportation,1.0
29283,DE,2003,Biodiesel->Transportation,1.0
29284,DE,2004,Biodiesel->Transportation,1.0
29285,DE,2005,Biodiesel->Transportation,4.0
29286,DE,2006,Biodiesel->Transportation,12.0
29287,DE,2007,Biodiesel->Transportation,17.0
29288,DE,2008,Biodiesel->Transportation,14.0
29289,DE,2009,Biodiesel->Transportation,15.0
29290,DE,2010,Biodiesel->Transportation,12.0
29291,DE,2011,Biodiesel->Transportation,41.0
29292,DE,2012,Biodiesel->Transportation,33.0
29293,DE,2013,Biodiesel->Transportation,161.0
29294,DE,2014,Biodiesel->Transportation,164.0
29295,DE,2015,Biodiesel->Transportation,199.0
29296,DE,2016,Biodiesel->Transportation,333.0
29297,DE,2017,Biodiesel->Transportation,343.0
29298,DE,2018,Biodiesel->Transportation,223.0
29299,DE,2019,Biodiesel->Transportation,166.0
29300,FL,2000,Biodiesel->Transportation,0.0
29301,FL,2001,Biodiesel->Transportation,9.0
29302,FL,2002,Biodiesel->Transportation,15.0
29303,FL,2003,Biodiesel->Transportation,12.0
29304,FL,2004,Biodiesel->Transportation,25.0
29305,FL,2005,Biodiesel->Transportation,83.0
29306,FL,2006,Biodiesel->Transportation,239.0
29307,FL,2007,Biodiesel->Transportation,323.0
29308,FL,2008,Biodiesel->Transportation,277.0
29309,FL,2009,Biodiesel->Transportation,294.0
29310,FL,2010,Biodiesel->Transportation,238.0
29311,FL,2011,Biodiesel->Transportation,810.0
29312,FL,2012,Biodiesel->Transportation,698.0
29313,FL,2013,Biodiesel->Transportation,3498.0
29314,FL,2014,Biodiesel->Transportation,3232.0
29315,FL,2015,Biodiesel->Transportation,3979.0
29316,FL,2016,Biodiesel->Transportation,7287.0
29317,FL,2017,Biodiesel->Transportation,7721.0
29318,FL,2018,Biodiesel->Transportation,4302.0
29319,FL,2019,Biodiesel->Transportation,3365.0
29320,GA,2000,Biodiesel->Transportation,0.0
29321,GA,2001,Biodiesel->Transportation,7.0
29322,GA,2002,Biodiesel->Transportation,12.0
29323,GA,2003,Biodiesel->Transportation,10.0
29324,GA,2004,Biodiesel->Transportation,19.0
29325,GA,2005,Biodiesel->Transportation,66.0
29326,GA,2006,Biodiesel->Transportation,189.0
29327,GA,2007,Biodiesel->Transportation,256.0
29328,GA,2008,Biodiesel->Transportation,220.0
29329,GA,2009,Biodiesel->Transportation,233.0
29330,GA,2010,Biodiesel->Transportation,189.0
29331,GA,2011,Biodiesel->Transportation,642.0
29332,GA,2012,Biodiesel->Transportation,541.0
29333,GA,2013,Biodiesel->Transportation,2749.0
29334,GA,2014,Biodiesel->Transportation,2566.0
29335,GA,2015,Biodiesel->Transportation,3135.0
29336,GA,2016,Biodiesel->Transportation,5288.0
29337,GA,2017,Biodiesel->Transportation,6219.0
29338,GA,2018,Biodiesel->Transportation,2831.0
29339,GA,2019,Biodiesel->Transportation,2287.0
29340,HI,2000,Biodiesel->Transportation,0.0
29341,HI,2001,Biodiesel->Transportation,7.0
29342,HI,2002,Biodiesel->Transportation,11.0
29343,HI,2003,Biodiesel->Transportation,9.0
29344,HI,2004,Biodiesel->Transportation,17.0
29345,HI,2005,Biodiesel->Transportation,59.0
29346,HI,2006,Biodiesel->Transportation,169.0
29347,HI,2007,Biodiesel->Transportation,229.0
29348,HI,2008,Biodiesel->Transportation,196.0
29349,HI,2009,Biodiesel->Transportation,208.0
29350,HI,2010,Biodiesel->Transportation,168.0
29351,HI,2011,Biodiesel->Transportation,573.0
29352,HI,2012,Biodiesel->Transportation,397.0
29353,HI,2013,Biodiesel->Transportation,527.0
29354,HI,2014,Biodiesel->Transportation,620.0
29355,HI,2015,Biodiesel->Transportation,867.0
29356,HI,2016,Biodiesel->Transportation,1227.0
29357,HI,2017,Biodiesel->Transportation,1483.0
29358,HI,2018,Biodiesel->Transportation,1402.0
29359,HI,2019,Biodiesel->Transportation,1027.0
29360,IA,2000,Biodiesel->Transportation,0.0
29361,IA,2001,Biodiesel->Transportation,21.0
29362,IA,2002,Biodiesel->Transportation,33.0
29363,IA,2003,Biodiesel->Transportation,27.0
29364,IA,2004,Biodiesel->Transportation,54.0
29365,IA,2005,Biodiesel->Transportation,183.0
29366,IA,2006,Biodiesel->Transportation,525.0
29367,IA,2007,Biodiesel->Transportation,712.0
29368,IA,2008,Biodiesel->Transportation,611.0
29369,IA,2009,Biodiesel->Transportation,648.0
29370,IA,2010,Biodiesel->Transportation,523.0
29371,IA,2011,Biodiesel->Transportation,1783.0
29372,IA,2012,Biodiesel->Transportation,2969.0
29373,IA,2013,Biodiesel->Transportation,3697.0
29374,IA,2014,Biodiesel->Transportation,4255.0
29375,IA,2015,Biodiesel->Transportation,4787.0
29376,IA,2016,Biodiesel->Transportation,5844.0
29377,IA,2017,Biodiesel->Transportation,7335.0
29378,IA,2018,Biodiesel->Transportation,7404.0
29379,IA,2019,Biodiesel->Transportation,8414.0
29380,ID,2000,Biodiesel->Transportation,0.0
29381,ID,2001,Biodiesel->Transportation,1.0
29382,ID,2002,Biodiesel->Transportation,2.0
29383,ID,2003,Biodiesel->Transportation,2.0
29384,ID,2004,Biodiesel->Transportation,4.0
29385,ID,2005,Biodiesel->Transportation,13.0
29386,ID,2006,Biodiesel->Transportation,38.0
29387,ID,2007,Biodiesel->Transportation,52.0
29388,ID,2008,Biodiesel->Transportation,44.0
29389,ID,2009,Biodiesel->Transportation,47.0
29390,ID,2010,Biodiesel->Transportation,38.0
29391,ID,2011,Biodiesel->Transportation,129.0
29392,ID,2012,Biodiesel->Transportation,227.0
29393,ID,2013,Biodiesel->Transportation,159.0
29394,ID,2014,Biodiesel->Transportation,324.0
29395,ID,2015,Biodiesel->Transportation,176.0
29396,ID,2016,Biodiesel->Transportation,691.0
29397,ID,2017,Biodiesel->Transportation,426.0
29398,ID,2018,Biodiesel->Transportation,528.0
29399,ID,2019,Biodiesel->Transportation,890.0
29400,IL,2000,Biodiesel->Transportation,0.0
29401,IL,2001,Biodiesel->Transportation,232.0
29402,IL,2002,Biodiesel->Transportation,369.0
29403,IL,2003,Biodiesel->Transportation,305.0
29404,IL,2004,Biodiesel->Transportation,605.0
29405,IL,2005,Biodiesel->Transportation,2048.0
29406,IL,2006,Biodiesel->Transportation,5883.0
29407,IL,2007,Biodiesel->Transportation,7975.0
29408,IL,2008,Biodiesel->Transportation,6845.0
29409,IL,2009,Biodiesel->Transportation,7257.0
29410,IL,2010,Biodiesel->Transportation,5864.0
29411,IL,2011,Biodiesel->Transportation,19981.0
29412,IL,2012,Biodiesel->Transportation,18740.0
29413,IL,2013,Biodiesel->Transportation,19865.0
29414,IL,2014,Biodiesel->Transportation,21206.0
29415,IL,2015,Biodiesel->Transportation,23367.0
29416,IL,2016,Biodiesel->Transportation,22099.0
29417,IL,2017,Biodiesel->Transportation,22659.0
29418,IL,2018,Biodiesel->Transportation,23284.0
29419,IL,2019,Biodiesel->Transportation,21941.0
29420,IN,2000,Biodiesel->Transportation,0.0
29421,IN,2001,Biodiesel->Transportation,46.0
29422,IN,2002,Biodiesel->Transportation,73.0
29423,IN,2003,Biodiesel->Transportation,60.0
29424,IN,2004,Biodiesel->Transportation,120.0
29425,IN,2005,Biodiesel->Transportation,405.0
29426,IN,2006,Biodiesel->Transportation,1164.0
29427,IN,2007,Biodiesel->Transportation,1577.0
29428,IN,2008,Biodiesel->Transportation,1354.0
29429,IN,2009,Biodiesel->Transportation,1435.0
29430,IN,2010,Biodiesel->Transportation,1160.0
29431,IN,2011,Biodiesel->Transportation,3952.0
29432,IN,2012,Biodiesel->Transportation,3814.0
29433,IN,2013,Biodiesel->Transportation,6569.0
29434,IN,2014,Biodiesel->Transportation,6314.0
29435,IN,2015,Biodiesel->Transportation,5442.0
29436,IN,2016,Biodiesel->Transportation,7718.0
29437,IN,2017,Biodiesel->Transportation,5969.0
29438,IN,2018,Biodiesel->Transportation,5323.0
29439,IN,2019,Biodiesel->Transportation,4376.0
29440,KS,2000,Biodiesel->Transportation,0.0
29441,KS,2001,Biodiesel->Transportation,22.0
29442,KS,2002,Biodiesel->Transportation,35.0
29443,KS,2003,Biodiesel->Transportation,29.0
29444,KS,2004,Biodiesel->Transportation,57.0
29445,KS,2005,Biodiesel->Transportation,194.0
29446,KS,2006,Biodiesel->Transportation,558.0
29447,KS,2007,Biodiesel->Transportation,756.0
29448,KS,2008,Biodiesel->Transportation,649.0
29449,KS,2009,Biodiesel->Transportation,688.0
29450,KS,2010,Biodiesel->Transportation,556.0
29451,KS,2011,Biodiesel->Transportation,1895.0
29452,KS,2012,Biodiesel->Transportation,1871.0
29453,KS,2013,Biodiesel->Transportation,3453.0
29454,KS,2014,Biodiesel->Transportation,3504.0
29455,KS,2015,Biodiesel->Transportation,2873.0
29456,KS,2016,Biodiesel->Transportation,3924.0
29457,KS,2017,Biodiesel->Transportation,3370.0
29458,KS,2018,Biodiesel->Transportation,3200.0
29459,KS,2019,Biodiesel->Transportation,2516.0
29460,KY,2000,Biodiesel->Transportation,0.0
29461,KY,2001,Biodiesel->Transportation,37.0
29462,KY,2002,Biodiesel->Transportation,59.0
29463,KY,2003,Biodiesel->Transportation,48.0
29464,KY,2004,Biodiesel->Transportation,96.0
29465,KY,2005,Biodiesel->Transportation,326.0
29466,KY,2006,Biodiesel->Transportation,936.0
29467,KY,2007,Biodiesel->Transportation,1268.0
29468,KY,2008,Biodiesel->Transportation,1088.0
29469,KY,2009,Biodiesel->Transportation,1154.0
29470,KY,2010,Biodiesel->Transportation,933.0
29471,KY,2011,Biodiesel->Transportation,3178.0
29472,KY,2012,Biodiesel->Transportation,2862.0
29473,KY,2013,Biodiesel->Transportation,4499.0
29474,KY,2014,Biodiesel->Transportation,4078.0
29475,KY,2015,Biodiesel->Transportation,3462.0
29476,KY,2016,Biodiesel->Transportation,5130.0
29477,KY,2017,Biodiesel->Transportation,4187.0
29478,KY,2018,Biodiesel->Transportation,3995.0
29479,KY,2019,Biodiesel->Transportation,3066.0
29480,LA,2000,Biodiesel->Transportation,0.0
29481,LA,2001,Biodiesel->Transportation,43.0
29482,LA,2002,Biodiesel->Transportation,68.0
29483,LA,2003,Biodiesel->Transportation,56.0
29484,LA,2004,Biodiesel->Transportation,112.0
29485,LA,2005,Biodiesel->Transportation,378.0
29486,LA,2006,Biodiesel->Transportation,1085.0
29487,LA,2007,Biodiesel->Transportation,1471.0
29488,LA,2008,Biodiesel->Transportation,1262.0
29489,LA,2009,Biodiesel->Transportation,1338.0
29490,LA,2010,Biodiesel->Transportation,1082.0
29491,LA,2011,Biodiesel->Transportation,3686.0
29492,LA,2012,Biodiesel->Transportation,3464.0
29493,LA,2013,Biodiesel->Transportation,5959.0
29494,LA,2014,Biodiesel->Transportation,4496.0
29495,LA,2015,Biodiesel->Transportation,5767.0
29496,LA,2016,Biodiesel->Transportation,7970.0
29497,LA,2017,Biodiesel->Transportation,6527.0
29498,LA,2018,Biodiesel->Transportation,6649.0
29499,LA,2019,Biodiesel->Transportation,6143.0
29500,MA,2000,Biodiesel->Transportation,0.0
29501,MA,2001,Biodiesel->Transportation,6.0
29502,MA,2002,Biodiesel->Transportation,10.0
29503,MA,2003,Biodiesel->Transportation,8.0
29504,MA,2004,Biodiesel->Transportation,16.0
29505,MA,2005,Biodiesel->Transportation,54.0
29506,MA,2006,Biodiesel->Transportation,154.0
29507,MA,2007,Biodiesel->Transportation,209.0
29508,MA,2008,Biodiesel->Transportation,179.0
29509,MA,2009,Biodiesel->Transportation,190.0
29510,MA,2010,Biodiesel->Transportation,153.0
29511,MA,2011,Biodiesel->Transportation,523.0
29512,MA,2012,Biodiesel->Transportation,389.0
29513,MA,2013,Biodiesel->Transportation,2152.0
29514,MA,2014,Biodiesel->Transportation,1895.0
29515,MA,2015,Biodiesel->Transportation,2249.0
29516,MA,2016,Biodiesel->Transportation,3376.0
29517,MA,2017,Biodiesel->Transportation,3652.0
29518,MA,2018,Biodiesel->Transportation,2021.0
29519,MA,2019,Biodiesel->Transportation,1583.0
29520,MD,2000,Biodiesel->Transportation,0.0
29521,MD,2001,Biodiesel->Transportation,4.0
29522,MD,2002,Biodiesel->Transportation,6.0
29523,MD,2003,Biodiesel->Transportation,5.0
29524,MD,2004,Biodiesel->Transportation,10.0
29525,MD,2005,Biodiesel->Transportation,34.0
29526,MD,2006,Biodiesel->Transportation,97.0
29527,MD,2007,Biodiesel->Transportation,131.0
29528,MD,2008,Biodiesel->Transportation,113.0
29529,MD,2009,Biodiesel->Transportation,119.0
29530,MD,2010,Biodiesel->Transportation,97.0
29531,MD,2011,Biodiesel->Transportation,329.0
29532,MD,2012,Biodiesel->Transportation,273.0
29533,MD,2013,Biodiesel->Transportation,1229.0
29534,MD,2014,Biodiesel->Transportation,1261.0
29535,MD,2015,Biodiesel->Transportation,1449.0
29536,MD,2016,Biodiesel->Transportation,2300.0
29537,MD,2017,Biodiesel->Transportation,2344.0
29538,MD,2018,Biodiesel->Transportation,1337.0
29539,MD,2019,Biodiesel->Transportation,1047.0
29540,ME,2000,Biodiesel->Transportation,0.0
29541,ME,2001,Biodiesel->Transportation,3.0
29542,ME,2002,Biodiesel->Transportation,4.0
29543,ME,2003,Biodiesel->Transportation,3.0
29544,ME,2004,Biodiesel->Transportation,7.0
29545,ME,2005,Biodiesel->Transportation,23.0
29546,ME,2006,Biodiesel->Transportation,66.0
29547,ME,2007,Biodiesel->Transportation,89.0
29548,ME,2008,Biodiesel->Transportation,76.0
29549,ME,2009,Biodiesel->Transportation,81.0
29550,ME,2010,Biodiesel->Transportation,65.0
29551,ME,2011,Biodiesel->Transportation,223.0
29552,ME,2012,Biodiesel->Transportation,175.0
29553,ME,2013,Biodiesel->Transportation,814.0
29554,ME,2014,Biodiesel->Transportation,755.0
29555,ME,2015,Biodiesel->Transportation,969.0
29556,ME,2016,Biodiesel->Transportation,1650.0
29557,ME,2017,Biodiesel->Transportation,2054.0
29558,ME,2018,Biodiesel->Transportation,919.0
29559,ME,2019,Biodiesel->Transportation,727.0
29560,MI,2000,Biodiesel->Transportation,0.0
29561,MI,2001,Biodiesel->Transportation,31.0
29562,MI,2002,Biodiesel->Transportation,50.0
29563,MI,2003,Biodiesel->Transportation,41.0
29564,MI,2004,Biodiesel->Transportation,82.0
29565,MI,2005,Biodiesel->Transportation,278.0
29566,MI,2006,Biodiesel->Transportation,800.0
29567,MI,2007,Biodiesel->Transportation,1084.0
29568,MI,2008,Biodiesel->Transportation,930.0
29569,MI,2009,Biodiesel->Transportation,986.0
29570,MI,2010,Biodiesel->Transportation,797.0
29571,MI,2011,Biodiesel->Transportation,2716.0
29572,MI,2012,Biodiesel->Transportation,2564.0
29573,MI,2013,Biodiesel->Transportation,4547.0
29574,MI,2014,Biodiesel->Transportation,4194.0
29575,MI,2015,Biodiesel->Transportation,3829.0
29576,MI,2016,Biodiesel->Transportation,5640.0
29577,MI,2017,Biodiesel->Transportation,4426.0
29578,MI,2018,Biodiesel->Transportation,4449.0
29579,MI,2019,Biodiesel->Transportation,3410.0
29580,MN,2000,Biodiesel->Transportation,0.0
29581,MN,2001,Biodiesel->Transportation,76.0
29582,MN,2002,Biodiesel->Transportation,121.0
29583,MN,2003,Biodiesel->Transportation,100.0
29584,MN,2004,Biodiesel->Transportation,198.0
29585,MN,2005,Biodiesel->Transportation,669.0
29586,MN,2006,Biodiesel->Transportation,1923.0
29587,MN,2007,Biodiesel->Transportation,2607.0
29588,MN,2008,Biodiesel->Transportation,2237.0
29589,MN,2009,Biodiesel->Transportation,2372.0
29590,MN,2010,Biodiesel->Transportation,1917.0
29591,MN,2011,Biodiesel->Transportation,6532.0
29592,MN,2012,Biodiesel->Transportation,6642.0
29593,MN,2013,Biodiesel->Transportation,6689.0
29594,MN,2014,Biodiesel->Transportation,8559.0
29595,MN,2015,Biodiesel->Transportation,9563.0
29596,MN,2016,Biodiesel->Transportation,10437.0
29597,MN,2017,Biodiesel->Transportation,10497.0
29598,MN,2018,Biodiesel->Transportation,15196.0
29599,MN,2019,Biodiesel->Transportation,19239.0
29600,MO,2000,Biodiesel->Transportation,0.0
29601,MO,2001,Biodiesel->Transportation,37.0
29602,MO,2002,Biodiesel->Transportation,58.0
29603,MO,2003,Biodiesel->Transportation,48.0
29604,MO,2004,Biodiesel->Transportation,96.0
29605,MO,2005,Biodiesel->Transportation,324.0
29606,MO,2006,Biodiesel->Transportation,930.0
29607,MO,2007,Biodiesel->Transportation,1261.0
29608,MO,2008,Biodiesel->Transportation,1082.0
29609,MO,2009,Biodiesel->Transportation,1147.0
29610,MO,2010,Biodiesel->Transportation,927.0
29611,MO,2011,Biodiesel->Transportation,3159.0
29612,MO,2012,Biodiesel->Transportation,2964.0
29613,MO,2013,Biodiesel->Transportation,4739.0
29614,MO,2014,Biodiesel->Transportation,4527.0
29615,MO,2015,Biodiesel->Transportation,4109.0
29616,MO,2016,Biodiesel->Transportation,6177.0
29617,MO,2017,Biodiesel->Transportation,5115.0
29618,MO,2018,Biodiesel->Transportation,4684.0
29619,MO,2019,Biodiesel->Transportation,3716.0
29620,MS,2000,Biodiesel->Transportation,0.0
29621,MS,2001,Biodiesel->Transportation,18.0
29622,MS,2002,Biodiesel->Transportation,28.0
29623,MS,2003,Biodiesel->Transportation,23.0
29624,MS,2004,Biodiesel->Transportation,46.0
29625,MS,2005,Biodiesel->Transportation,156.0
29626,MS,2006,Biodiesel->Transportation,447.0
29627,MS,2007,Biodiesel->Transportation,606.0
29628,MS,2008,Biodiesel->Transportation,520.0
29629,MS,2009,Biodiesel->Transportation,552.0
29630,MS,2010,Biodiesel->Transportation,446.0
29631,MS,2011,Biodiesel->Transportation,1519.0
29632,MS,2012,Biodiesel->Transportation,1932.0
29633,MS,2013,Biodiesel->Transportation,3418.0
29634,MS,2014,Biodiesel->Transportation,2680.0
29635,MS,2015,Biodiesel->Transportation,3291.0
29636,MS,2016,Biodiesel->Transportation,5060.0
29637,MS,2017,Biodiesel->Transportation,4375.0
29638,MS,2018,Biodiesel->Transportation,4649.0
29639,MS,2019,Biodiesel->Transportation,4181.0
29640,MT,2000,Biodiesel->Transportation,0.0
29641,MT,2001,Biodiesel->Transportation,1.0
29642,MT,2002,Biodiesel->Transportation,1.0
29643,MT,2003,Biodiesel->Transportation,1.0
29644,MT,2004,Biodiesel->Transportation,2.0
29645,MT,2005,Biodiesel->Transportation,5.0
29646,MT,2006,Biodiesel->Transportation,16.0
29647,MT,2007,Biodiesel->Transportation,21.0
29648,MT,2008,Biodiesel->Transportation,18.0
29649,MT,2009,Biodiesel->Transportation,19.0
29650,MT,2010,Biodiesel->Transportation,16.0
29651,MT,2011,Biodiesel->Transportation,54.0
29652,MT,2012,Biodiesel->Transportation,51.0
29653,MT,2013,Biodiesel->Transportation,53.0
29654,MT,2014,Biodiesel->Transportation,50.0
29655,MT,2015,Biodiesel->Transportation,43.0
29656,MT,2016,Biodiesel->Transportation,62.0
29657,MT,2017,Biodiesel->Transportation,27.0
29658,MT,2018,Biodiesel->Transportation,32.0
29659,MT,2019,Biodiesel->Transportation,39.0
29660,NC,2000,Biodiesel->Transportation,0.0
29661,NC,2001,Biodiesel->Transportation,6.0
29662,NC,2002,Biodiesel->Transportation,10.0
29663,NC,2003,Biodiesel->Transportation,8.0
29664,NC,2004,Biodiesel->Transportation,16.0
29665,NC,2005,Biodiesel->Transportation,54.0
29666,NC,2006,Biodiesel->Transportation,155.0
29667,NC,2007,Biodiesel->Transportation,210.0
29668,NC,2008,Biodiesel->Transportation,180.0
29669,NC,2009,Biodiesel->Transportation,191.0
